method,scenario,model_seed,file,num_rows,entropy_mean,entropy_std,entropy_p95,row_std_mean,row_std_p95,evidence_mass_mean,track_mass_mean,own_track_mass_mean,other_track_mass_mean,evidence_to_track_mass_ratio,error_pos_n,error_pos_mean,error_pos_std,error_pos_min,error_pos_max,raw_residual_corr,residual_log_corr,residual_centered_corr,evidence_normalized_corr,within_evidence_gap_corr,low_spread_corr,low_spread_n_pairs,mid_spread_corr,mid_spread_n_pairs,high_spread_corr,high_spread_n_pairs,spread_low_threshold,spread_high_threshold,ranking_events,worst_track_hit_rate,top2_hit_rate,spearman_rank_corr,kendall_tau,worst_minus_best_attn,worst_minus_mean_attn,high_spread_ranking_events,high_spread_worst_track_hit_rate,high_spread_top2_hit_rate,high_spread_spearman_rank_corr,high_spread_kendall_tau,high_spread_worst_minus_best_attn,high_spread_worst_minus_mean_attn,downstream_events,delta_w_mean,delta_g_mean,delta_cov_mean,worst_low_weight_rate,worst_low_gate_rate,worst_high_cov_rate,delta_error_sensor_skipped,skipped_metrics
A0,S1R,0,E:\migration_packages\results\phase2_me_a0_only\eval_details\phase1r_mixed_ME_RGCF_A0__modelseed0__test_S1R_errors.csv,23020,1.609437904528293,2.1604739857935823e-08,1.609437936827938,6.30292945495298e-10,0.0,0.4000373293330384,0.599962662459887,0.1999875541518572,0.39997510830802985,0.6667703748310914,23020,1.7503972315618672,1.2188900457752818,0.0057890163734555244,6.900075912475586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pair: missing mp_pair_res/rank evidence columns
A0,S2R,0,E:\migration_packages\results\phase2_me_a0_only\eval_details\phase1r_mixed_ME_RGCF_A0__modelseed0__test_S2R_errors.csv,23020,1.6094379056492476,2.1259915340244406e-08,1.6094379368302372,5.156399564117559e-10,0.0,0.4000372675029292,0.5999627261132632,0.19998757537576278,0.3999751507375004,0.6667702010331367,23020,2.6366534801336776,1.9450351127435497,0.01627209223806858,8.900660514831543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pair: missing mp_pair_res/rank evidence columns
A0,S1R,1,E:\migration_packages\results\phase2_me_a0_only\eval_details\phase1r_mixed_ME_RGCF_A0__modelseed1__test_S1R_errors.csv,23020,1.6004938207665846,0.009178937356623633,1.6093400084915799,5.115212547722287e-05,0.0003036479798582237,0.44515035710484435,0.5548496426194,0.1849499988989177,0.36989964372048234,0.8022900672753898,23020,1.7439352459982231,1.21908602034895,0.004166515544056892,6.947359561920166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pair: missing mp_pair_res/rank evidence columns
A0,S2R,1,E:\migration_packages\results\phase2_me_a0_only\eval_details\phase1r_mixed_ME_RGCF_A0__modelseed1__test_S2R_errors.csv,23020,1.5953127062519912,0.011770872245650259,1.6093127017539033,5.978648996360813e-05,0.00028160946687375834,0.46285227921810523,0.5371477208448999,0.17904790826152622,0.3580998125833737,0.8616852706552816,23020,2.6383566510180283,1.9426351636041561,0.012144769541919231,9.028085708618164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pair: missing mp_pair_res/rank evidence columns
A0,S1R,2,E:\migration_packages\results\phase2_me_a0_only\eval_details\phase1r_mixed_ME_RGCF_A0__modelseed2__test_S1R_errors.csv,23020,1.609437908832764,2.4741858402418155e-08,1.6094379487590318,6.443304947486128e-10,0.0,0.3999996806264286,0.6000003134659708,0.20000010449045505,0.4000002089755158,0.666665786082318,23020,1.735215405950733,1.2147562801264773,0.007086389232426882,6.6808695793151855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pair: missing mp_pair_res/rank evidence columns
A0,S2R,2,E:\migration_packages\results\phase2_me_a0_only\eval_details\phase1r_mixed_ME_RGCF_A0__modelseed2__test_S2R_errors.csv,23020,1.609437909011696,2.4128363577958508e-08,1.609437948759266,7.348158747111252e-10,0.0,0.3999999677870814,0.6000000265981196,0.20000000885503555,0.4000000177430841,0.6666665834250065,23020,2.630899765382122,1.9389161577723697,0.01523115485906601,9.1035795211792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pair: missing mp_pair_res/rank evidence columns
A0,S1R,3,E:\migration_packages\results\phase2_me_a0_only\eval_details\phase1r_mixed_ME_RGCF_A0__modelseed3__test_S1R_errors.csv,23020,1.6094379003970907,9.88694525712665e-09,1.6094379090527613,7.775969401313365e-08,2.5646548754822387e-07,0.399979367676789,0.6000206159409961,0.20000687198033204,0.4000137439606641,0.6666093748287502,23020,1.751812705396453,1.223356450595075,0.006901613902300596,7.618546962738037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pair: missing mp_pair_res/rank evidence columns
A0,S2R,3,E:\migration_packages\results\phase2_me_a0_only\eval_details\phase1r_mixed_ME_RGCF_A0__modelseed3__test_S2R_errors.csv,23020,1.6094379014302393,9.663410277058581e-09,1.6094379119339512,1.0824737500093291e-07,4.49566384116203e-07,0.39997643991234577,0.6000235453597573,0.20000784845325245,0.4000156969065049,0.6666012409105231,23020,2.653228415997511,1.9383386684112,0.010839712806046009,8.883170127868652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pair: missing mp_pair_res/rank evidence columns
A0,S1R,4,E:\migration_packages\results\phase2_me_a0_only\eval_details\phase1r_mixed_ME_RGCF_A0__modelseed4__test_S1R_errors.csv,23020,1.5062022888660038,0.14428529703971832,1.6094379322850658,0.00018604749201662571,0.0009483269220956402,0.2914504827141261,0.7085495172483297,0.23600283173508155,0.47254668551324813,0.4113339655441183,23020,1.7571439909965583,1.2195228126175577,0.00835290178656578,6.957650661468506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pair: missing mp_pair_res/rank evidence columns
A0,S2R,4,E:\migration_packages\results\phase2_me_a0_only\eval_details\phase1r_mixed_ME_RGCF_A0__modelseed4__test_S2R_errors.csv,23020,1.5985206839086719,0.023499256162808176,1.6094379360885565,0.00029360429860348926,0.0015252503942303351,0.36973627398614256,0.6302637268081113,0.20998693694841455,0.4202767898596968,0.5866373999637007,23020,2.660700145728043,1.9430119108729327,0.009921921417117119,9.119735717773438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pair: missing mp_pair_res/rank evidence columns
