epoch,lr,train_loss,train_loss_gate,train_loss_gate_prior,train_loss_pos,train_loss_vel,train_mean_gate,val_loss,val_loss_pos,val_loss_vel
1,0.001,2.2886264181851743,0.6784758952072254,0.06096798889515386,1.988482838599443,1.3295746979731968,0.519486147011448,2.941334823803739,2.6873283310595597,1.270032546308813
2,0.001,2.0881024564731927,0.6555621980859808,0.04542249807803094,1.8037072693676277,1.2569498257011034,0.541092251940565,2.3210311554651475,2.0774077672148428,1.2181168745201294
3,0.001,2.01725538299046,0.6256657145071651,0.03344638422028144,1.7393507061949578,1.2322707854143091,0.5715783638289793,2.3661316691489143,2.125527876794189,1.2030189115737102
4,0.001,1.9762321057797405,0.623063155660489,0.03184398072579157,1.7014138160332883,1.2175295517903184,0.5763870800365318,2.956813655348245,2.7182533468632375,1.192801521575818
5,0.001,1.9303469040775643,0.6207699027850235,0.029965791909596407,1.6591493928296812,1.2000459149450915,0.5823096525956947,2.394118699592714,2.1590090061703093,1.1755485127758325
6,0.001,1.865577111534036,0.6149432932473605,0.026808014939596777,1.5971170038505955,1.1878945140880974,0.5890473371673021,2.160629951586632,1.9264906010858025,1.170696738598051
7,0.001,1.853574679852723,0.6130244354258105,0.020295142503147685,1.586229243398937,1.1829636830407448,0.6109752658470253,2.371201034906405,2.138127423087127,1.165368098591289
8,0.001,1.825420140545136,0.6112999570889173,0.015940163443767127,1.5585803420617121,1.1809754753655406,0.6273292961102077,2.597185400870321,2.3631457465177372,1.1701982953367782
9,0.001,1.8028861897209436,0.6107791575662898,0.015302211386023662,1.5365899939091048,1.1784036125105817,0.6312777952885846,2.1474711801090605,1.9104205537695969,1.1852530849962608
10,0.001,1.8491752106978634,0.6100925783266665,0.01736549178599513,1.5828676225276845,1.1785806596394945,0.6235595642411971,2.140667826716449,1.90890525828591,1.1588128319687887
11,0.001,1.7969004867608236,0.6084234795039672,0.014115993408556038,1.5318460499879687,1.1728134061242685,0.6358962009457989,2.262120054494729,2.028873385199897,1.1662333398734799
12,0.001,1.7739092395201743,0.6071769519015018,0.01400654993521201,1.509069326643212,1.1720551593449922,0.6362709535382504,2.178452816017462,1.9475361359903556,1.1545833828496894
13,0.001,1.7722324383976789,0.6064906457116992,0.014790745554561668,1.5071124039852979,1.1736077456748257,0.6332471847765783,2.805276015239592,2.5758370833035613,1.1471945874696965
14,0.001,1.7487911989911873,0.6066227785058065,0.01587055333614217,1.4841424664027023,1.171191192960329,0.6284724905462421,2.6402968730458016,2.410115388460104,1.1509074040942149
15,0.0005,1.7529682973408547,0.604368437464754,0.013276207043369435,1.489005759309604,1.168388681235725,0.6394477554106097,2.203734405947962,1.9750612072503935,1.1433659825197962
16,0.0005,1.6751789905943542,0.5971767988596696,0.012494099465134969,1.4129881159749058,1.1613478026554183,0.6427334060941575,1.8288601690089077,1.601668289122633,1.1359594100619435
17,0.0005,1.657459306154455,0.5977324440020705,0.01231417903237721,1.3955357617085224,1.159876742794419,0.6429668042350735,1.9031567174727275,1.677040880486729,1.130579173371357
18,0.0005,1.6503796214300364,0.5961635169604405,0.013644548964252694,1.3891760569031688,1.15663579943906,0.6372858144758544,1.7806712521998511,1.5552015537921833,1.1273484816807295
19,0.0005,1.6367575395712746,0.596526358122962,0.012890868561893967,1.3744265038008296,1.1622012774083406,0.6402439034352394,1.9539612252646739,1.7191218611501238,1.174196811411204
20,0.0005,1.5842862014733452,0.6019907296779187,0.01690016158717128,1.321607412343683,1.1624737453004106,0.6239222619059084,2.3166798957281567,2.087363737528767,1.146580744444778
21,0.0005,1.562029464417552,0.606161076854475,0.015129806228393553,1.2990316612006492,1.1630704987290632,0.6321776485065933,1.8147008879198618,1.5869803789751813,1.1386024919030668
22,0.0005,1.5341762061056878,0.6017623795359259,0.016490000399522836,1.2713936946010245,1.1630597090807153,0.6255540872328221,1.8274212563861716,1.600779945894046,1.1332065136059437
23,0.0005,1.510102944839937,0.6054131061872641,0.013560779967942787,1.247126332551547,1.1631907580132421,0.6396561385524494,1.5439105088665126,1.315996122390007,1.1395719318663846
24,0.0005,1.4929430201686889,0.6017154392122792,0.011853233439862172,1.2306546740355904,1.160716541502299,0.6451282200236271,1.6363487099032914,1.4088412212690247,1.137537424332097
25,0.0005,1.474052550797326,0.596927212921077,0.012738874972398053,1.2116004373045919,1.162710266704861,0.6414376522943506,1.6133532452940642,1.3828722978859123,1.15240468829498
26,0.0005,1.485946016215034,0.5977566357093026,0.012237468672558541,1.2239969855045696,1.1600000522350424,0.6448152006483064,1.645082238046057,1.4165476908989492,1.142672742703475
27,0.0005,1.4974043254484377,0.5999105073662556,0.01221305077799624,1.234971560658993,1.161880865918905,0.6440358388533104,1.5194506683714881,1.2913360671536511,1.1405729679739742
28,0.0005,1.489532429338858,0.5969226693035066,0.011632706566477625,1.2276535751288247,1.1598727516422596,0.6465273531582367,1.576741730055146,1.3470235846818834,1.148590697054065
29,0.0005,1.4821995012964635,0.5946378499906393,0.010993883624517184,1.2210671209276567,1.1567275869624667,0.6499058052860232,1.5262890508430982,1.3003130590985161,1.1298799615617001
30,0.0005,1.4608376267285206,0.5968782098102067,0.011930940472146408,1.199568924068776,1.1568256771567793,0.646270640873095,1.5156852994036616,1.2860602466391087,1.1481252457825568
31,0.0005,1.4591507197749836,0.5955310177710399,0.011975216627888361,1.1980339008538285,1.1564019593536077,0.6451795984730601,1.5698875050957652,1.3424272545172113,1.1373012114821823
32,0.0005,1.466290592564962,0.5952920271627049,0.012491732767283971,1.2054646787298013,1.154994263994406,0.6428035599802256,1.4980159523485106,1.269490617975208,1.1426266415629358
33,0.0005,1.4560952248124654,0.5975733181916109,0.012397265054557788,1.1945848851345526,1.1578484260668662,0.6446213364369533,1.4983223441439206,1.2676478559627422,1.1533724106469818
34,0.0005,1.4271975356011202,0.5978318085910015,0.011665748759061026,1.1662912972926962,1.1547815694830135,0.6481965770133826,1.5403506059630725,1.3108320951958083,1.1475925303617187
35,0.0005,1.4417756399445292,0.5968075483929869,0.01077427042239798,1.1812993189774386,1.1529103395973945,0.6505535345391171,1.553264089344344,1.3227100732324522,1.1527700545686568
36,0.0005,1.4322945592736258,0.5955011639567239,0.010474444356934827,1.171673973576744,1.1539657720287344,0.6522703942543197,1.5896502549205593,1.36111888730655,1.1426568440950284
