t,w_s1,w_s2,w_s3,w_s4,fault_active_s1,fault_active_s2,fault_active_s3,fault_active_s4
2.0,0.35638415813446045,0.19202615320682526,0.15090082585811615,0.30068883299827576,0.0,0.0,0.0,0.0
2.0999999046325684,0.3334871530532837,0.18713785707950592,0.14674672484397888,0.3326282799243927,0.0,0.0,0.0,0.0
2.200000047683716,0.3389495611190796,0.1726989895105362,0.11527647823095322,0.373075008392334,0.0,0.0,0.0,0.0
2.299999952316284,0.4362049698829651,0.1969718188047409,0.09117335081100464,0.27564993500709534,0.0,0.0,0.0,0.0
2.4000000953674316,0.3265720307826996,0.22665554285049438,0.11496777832508087,0.33180466294288635,0.0,0.0,0.0,0.0
2.5,0.3922458291053772,0.2318887710571289,0.14016398787498474,0.23570138216018677,0.0,0.0,0.0,0.0
2.5999999046325684,0.4170529842376709,0.258728951215744,0.16521205008029938,0.15900596976280212,0.0,0.0,0.0,0.0
2.700000047683716,0.392432302236557,0.19197767972946167,0.1722334772348404,0.24335649609565735,0.0,0.0,0.0,0.0
2.799999952316284,0.4661969840526581,0.2013365924358368,0.16480135917663574,0.1676650196313858,0.0,0.0,0.0,0.0
2.9000000953674316,0.5106059908866882,0.19506879150867462,0.14348889887332916,0.15083640813827515,0.0,0.0,0.0,0.0
3.0,0.4560430347919464,0.19724388420581818,0.12333088368177414,0.2233821600675583,0.0,0.0,0.0,0.0
3.0999999046325684,0.38981857895851135,0.23469720780849457,0.11145506799221039,0.26402920484542847,0.0,0.0,0.0,0.0
3.200000047683716,0.36268550157546997,0.26071488857269287,0.11050106585025787,0.2660985291004181,0.0,0.0,0.0,0.0
3.299999952316284,0.3420848548412323,0.28269317746162415,0.09371041506528854,0.2815115749835968,0.0,0.0,0.0,0.0
3.4000000953674316,0.3716121315956116,0.3108728229999542,0.07874110341072083,0.23877398669719696,0.0,0.0,0.0,0.0
3.5,0.3474886119365692,0.277729868888855,0.06934504956007004,0.3054364323616028,0.0,0.0,0.0,0.0
3.5999999046325684,0.3444441258907318,0.27889466285705566,0.0663401409983635,0.3103210926055908,0.0,0.0,0.0,0.0
3.700000047683716,0.38551080226898193,0.2596603035926819,0.06169872358441353,0.29313015937805176,0.0,0.0,0.0,0.0
3.799999952316284,0.34921541810035706,0.29129549860954285,0.05009075626730919,0.3093983232975006,0.0,0.0,0.0,0.0
3.9000000953674316,0.36502590775489807,0.33558690547943115,0.05540429800748825,0.24398289620876312,0.0,0.0,0.0,0.0
4.0,0.3307167589664459,0.3265422582626343,0.05334459990262985,0.2893964350223541,0.0,0.0,0.0,0.0
4.099999904632568,0.2594325542449951,0.3938257396221161,0.06376273185014725,0.28297898173332214,0.0,0.0,0.0,0.0
4.199999809265137,0.2693014144897461,0.396790474653244,0.07364875823259354,0.2602592706680298,0.0,0.0,0.0,0.0
4.300000190734863,0.28898945450782776,0.3904966413974762,0.07653865963220596,0.24397535622119904,0.0,0.0,0.0,0.0
4.400000095367432,0.2911675274372101,0.36103373765945435,0.07057350128889084,0.27722522616386414,0.0,0.0,0.0,0.0
4.5,0.2961883544921875,0.32562580704689026,0.07432974129915237,0.3038560450077057,0.0,0.0,0.0,0.0
4.599999904632568,0.27527257800102234,0.3027871251106262,0.08567260205745697,0.3362676799297333,0.0,0.0,0.0,0.0
4.699999809265137,0.2889818549156189,0.260270893573761,0.08953060209751129,0.36121666431427,0.0,0.0,0.0,0.0
4.800000190734863,0.2855449616909027,0.24372859299182892,0.08658181130886078,0.3841445744037628,0.0,0.0,0.0,0.0
4.900000095367432,0.273419052362442,0.2189028114080429,0.09401469677686691,0.41366347670555115,0.0,0.0,0.0,0.0
5.0,0.2833873927593231,0.22626130282878876,0.0903114303946495,0.4000399112701416,0.0,0.0,0.0,0.0
5.099999904632568,0.22683168947696686,0.21555277705192566,0.11319385468959808,0.444421648979187,0.0,0.0,0.0,0.0
5.199999809265137,0.2751862406730652,0.2107834368944168,0.11529817432165146,0.3987322151660919,0.0,0.0,0.0,0.0
5.300000190734863,0.2607896327972412,0.22095640003681183,0.1309468001127243,0.38730713725090027,0.0,0.0,0.0,0.0
5.400000095367432,0.2680794596672058,0.23091037571430206,0.13075022399425507,0.3702599108219147,0.0,0.0,0.0,0.0
5.5,0.33225077390670776,0.1897018849849701,0.12717679142951965,0.3508705496788025,0.0,0.0,0.0,0.0
5.599999904632568,0.39368417859077454,0.17803452908992767,0.12989063560962677,0.2983906865119934,0.0,0.0,0.0,0.0
5.699999809265137,0.38634639978408813,0.15226639807224274,0.12408578395843506,0.33730143308639526,0.0,0.0,0.0,0.0
5.800000190734863,0.43265438079833984,0.14279678463935852,0.12031026929616928,0.30423855781555176,0.0,0.0,0.0,0.0
5.900000095367432,0.39082351326942444,0.17798034846782684,0.13021470606327057,0.30098140239715576,0.0,0.0,0.0,0.0
6.0,0.32778215408325195,0.19904212653636932,0.1339045912027359,0.3392711877822876,0.0,0.0,0.0,0.0
6.099999904632568,0.33566799759864807,0.19189731776714325,0.13726060092449188,0.3351740837097168,0.0,0.0,0.0,0.0
6.199999809265137,0.36893430352211,0.19147507846355438,0.13421019911766052,0.3053804636001587,0.0,0.0,0.0,0.0
6.300000190734863,0.40751248598098755,0.18523462116718292,0.13085690140724182,0.2763959765434265,0.0,0.0,0.0,0.0
6.400000095367432,0.46894708275794983,0.15840743482112885,0.14636830985546112,0.2262771725654602,0.0,0.0,0.0,0.0
6.5,0.40681394934654236,0.1670701503753662,0.1478630155324936,0.27825289964675903,0.0,0.0,0.0,0.0
6.599999904632568,0.35570403933525085,0.21341335773468018,0.15800295770168304,0.2728796899318695,0.0,0.0,0.0,0.0
6.699999809265137,0.36595356464385986,0.18406426906585693,0.15250036120414734,0.29748183488845825,0.0,0.0,0.0,0.0
6.800000190734863,0.30933719873428345,0.19839423894882202,0.16999104619026184,0.32227757573127747,0.0,0.0,0.0,0.0
6.900000095367432,0.33952200412750244,0.19105271995067596,0.1833576112985611,0.2860676646232605,0.0,0.0,0.0,0.0
7.0,0.33083924651145935,0.22346028685569763,0.17367160320281982,0.2720288336277008,0.0,0.0,0.0,0.0
7.099999904632568,0.36363691091537476,0.1923152208328247,0.1806923747062683,0.263355553150177,0.0,0.0,0.0,0.0
7.199999809265137,0.38007983565330505,0.22711798548698425,0.18877719342708588,0.20402495563030243,0.0,0.0,0.0,0.0
7.300000190734863,0.39146384596824646,0.21845585107803345,0.18374226987361908,0.20633810758590698,0.0,0.0,0.0,0.0
7.400000095367432,0.3855117857456207,0.23601847887039185,0.20146726071834564,0.17700247466564178,0.0,0.0,0.0,0.0
7.5,0.41032829880714417,0.20359890162944794,0.17653118073940277,0.20954161882400513,0.0,0.0,0.0,0.0
7.599999904632568,0.4251706004142761,0.20238375663757324,0.18440963327884674,0.1880360245704651,0.0,0.0,0.0,0.0
7.699999809265137,0.42756012082099915,0.18967944383621216,0.19177554547786713,0.19098488986492157,0.0,0.0,0.0,0.0
7.800000190734863,0.4212113320827484,0.1940489113330841,0.19061680138111115,0.19412295520305634,0.0,0.0,0.0,0.0
7.900000095367432,0.41385841369628906,0.2120364010334015,0.1964610069990158,0.17764419317245483,0.0,0.0,0.0,0.0
8.0,0.31533265113830566,0.22126160562038422,0.24786080420017242,0.2155448943376541,0.0,0.0,0.0,0.0
8.100000381469727,0.2962731420993805,0.2413291484117508,0.21857565641403198,0.24382200837135315,0.0,0.0,0.0,0.0
8.199999809265137,0.30168139934539795,0.24971561133861542,0.24183794856071472,0.20676501095294952,0.0,0.0,0.0,0.0
8.300000190734863,0.32684192061424255,0.24695804715156555,0.25040727853775024,0.17579281330108643,0.0,0.0,0.0,0.0
8.399999618530273,0.34912699460983276,0.23098166286945343,0.2383938431739807,0.1814974993467331,0.0,0.0,0.0,0.0
8.5,0.2684442698955536,0.3075498640537262,0.24819742143154144,0.17580842971801758,0.0,0.0,0.0,0.0
8.600000381469727,0.3574979305267334,0.29377490282058716,0.23812134563922882,0.11060582846403122,0.0,0.0,0.0,0.0
8.699999809265137,0.3581417202949524,0.2839398682117462,0.24209703505039215,0.11582138389348984,0.0,0.0,0.0,0.0
8.800000190734863,0.36387351155281067,0.28704172372817993,0.22772620618343353,0.12135857343673706,0.0,0.0,0.0,0.0
8.899999618530273,0.4120542109012604,0.29709169268608093,0.230256125330925,0.06059800460934639,0.0,0.0,0.0,0.0
9.0,0.42790210247039795,0.27246883511543274,0.2193620353937149,0.08026711642742157,0.0,0.0,0.0,0.0
9.100000381469727,0.3879305124282837,0.2985905408859253,0.23383772373199463,0.07964126020669937,0.0,0.0,0.0,0.0
9.199999809265137,0.38035908341407776,0.2745262384414673,0.23104645311832428,0.11406822502613068,0.0,0.0,0.0,0.0
9.300000190734863,0.38593047857284546,0.28230106830596924,0.2236962467432022,0.1080722063779831,0.0,0.0,0.0,0.0
9.399999618530273,0.36289775371551514,0.30408695340156555,0.23908337950706482,0.0939318984746933,0.0,0.0,0.0,0.0
9.5,0.3643842041492462,0.30990898609161377,0.23894347250461578,0.08676337450742722,0.0,0.0,0.0,0.0
9.600000381469727,0.39694541692733765,0.243473082780838,0.2555355429649353,0.10404592752456665,0.0,0.0,0.0,0.0
9.699999809265137,0.3767696022987366,0.28105831146240234,0.24684660136699677,0.0953255221247673,0.0,0.0,0.0,0.0
9.800000190734863,0.37208759784698486,0.29442301392555237,0.23474164307117462,0.09874772280454636,0.0,0.0,0.0,0.0
9.899999618530273,0.327648788690567,0.32130166888237,0.2293044626712799,0.1217450499534607,0.0,0.0,0.0,0.0
10.0,0.2998764216899872,0.3730698525905609,0.21522140502929688,0.11183229088783264,0.0,0.0,0.0,0.0
10.100000381469727,0.3053363859653473,0.3527562916278839,0.2447986900806427,0.09710860252380371,0.0,0.0,0.0,0.0
10.199999809265137,0.26338422298431396,0.35963019728660583,0.25301986932754517,0.12396573275327682,0.0,0.0,0.0,0.0
10.300000190734863,0.27277472615242004,0.3169533610343933,0.24036774039268494,0.1699042022228241,0.0,0.0,0.0,0.0
10.399999618530273,0.249851793050766,0.3486984968185425,0.2496383935213089,0.15181125700473785,0.0,0.0,0.0,0.0
10.5,0.1778363734483719,0.33678221702575684,0.23274356126785278,0.2526378631591797,0.0,0.0,0.0,0.0
10.600000381469727,0.18436376750469208,0.3296584188938141,0.23804625868797302,0.24793151021003723,0.0,0.0,0.0,0.0
10.699999809265137,0.18721480667591095,0.30400368571281433,0.2535969913005829,0.2551845908164978,0.0,0.0,0.0,0.0
10.800000190734863,0.1942676454782486,0.30937838554382324,0.24164092540740967,0.2547130286693573,0.0,0.0,0.0,0.0
10.899999618530273,0.16937978565692902,0.31943637132644653,0.22240443527698517,0.28877943754196167,0.0,0.0,0.0,0.0
11.0,0.18104995787143707,0.2913070619106293,0.20549169182777405,0.322151243686676,0.0,0.0,0.0,0.0
11.100000381469727,0.17514562606811523,0.30989915132522583,0.22175221145153046,0.2932029962539673,0.0,0.0,0.0,0.0
11.199999809265137,0.16571778059005737,0.33485105633735657,0.23776400089263916,0.2616671621799469,0.0,0.0,0.0,0.0
11.300000190734863,0.17904244363307953,0.29101505875587463,0.2419281303882599,0.28801441192626953,0.0,0.0,0.0,0.0
11.399999618530273,0.16859275102615356,0.26763731241226196,0.22850878536701202,0.33526113629341125,0.0,0.0,0.0,0.0
11.5,0.2595379054546356,0.256529837846756,0.22085674107074738,0.26307550072669983,0.0,0.0,0.0,0.0
11.600000381469727,0.2980301082134247,0.22248569130897522,0.2014765590429306,0.2780076861381531,0.0,0.0,0.0,0.0
11.699999809265137,0.35571616888046265,0.18307416141033173,0.20306327939033508,0.25814640522003174,0.0,0.0,0.0,0.0
11.800000190734863,0.30193108320236206,0.20043934881687164,0.17796801030635834,0.31966155767440796,0.0,0.0,0.0,0.0
11.899999618530273,0.3373190462589264,0.22206728160381317,0.1676757037639618,0.2729380428791046,0.0,0.0,0.0,0.0
12.0,0.29066401720046997,0.17247438430786133,0.19954784214496613,0.33731380105018616,0.0,0.0,0.0,0.0
12.100000381469727,0.26032671332359314,0.12460916489362717,0.2424420714378357,0.3726221024990082,0.0,0.0,0.0,0.0
12.199999809265137,0.29531151056289673,0.05137385055422783,0.2581457793712616,0.3951689302921295,0.0,0.0,0.0,0.0
12.300000190734863,0.3205741345882416,0.07363781332969666,0.22222809493541718,0.3835599422454834,0.0,0.0,0.0,0.0
12.399999618530273,0.33575087785720825,0.0811462476849556,0.20423758029937744,0.3788653612136841,0.0,0.0,0.0,0.0
12.5,0.303449422121048,0.023610753938555717,0.34258976578712463,0.3303500711917877,0.0,0.0,0.0,0.0
12.600000381469727,0.307562917470932,0.015385023318231106,0.3130791485309601,0.36397290229797363,0.0,0.0,0.0,0.0
12.699999809265137,0.3044564127922058,0.004786041099578142,0.34727993607521057,0.34347763657569885,0.0,0.0,0.0,0.0
12.800000190734863,0.3061521351337433,0.0030744271352887154,0.3190042972564697,0.37176916003227234,0.0,0.0,0.0,0.0
12.899999618530273,0.36832213401794434,0.0029760547913610935,0.20389311015605927,0.4248087406158447,0.0,0.0,0.0,0.0
13.0,0.35419851541519165,0.0026272116228938103,0.20979005098342896,0.43338415026664734,0.0,0.0,0.0,0.0
13.100000381469727,0.42310261726379395,0.005700481589883566,0.14431685209274292,0.42688000202178955,0.0,0.0,0.0,0.0
13.199999809265137,0.4433296322822571,0.0008311435231007636,0.17093510925769806,0.3849041163921356,0.0,0.0,0.0,0.0
13.300000190734863,0.4338638484477997,0.0034177310299128294,0.09650944173336029,0.46620896458625793,0.0,0.0,0.0,0.0
13.399999618530273,0.44075050950050354,0.025786230340600014,0.018588293343782425,0.5148749351501465,0.0,0.0,0.0,0.0
13.5,0.41004735231399536,0.011382993310689926,0.0360306091606617,0.5425390005111694,0.0,0.0,0.0,0.0
13.600000381469727,0.4017210304737091,0.013432987034320831,0.015961501747369766,0.5688844919204712,0.0,0.0,0.0,0.0
13.699999809265137,0.3179841637611389,0.0057688262313604355,0.045859090983867645,0.6303879022598267,0.0,0.0,0.0,0.0
13.800000190734863,0.2502947449684143,0.0031669167801737785,0.061052799224853516,0.6854855418205261,0.0,0.0,0.0,0.0
13.899999618530273,0.16363516449928284,0.004769997205585241,0.09486819803714752,0.7367266416549683,0.0,0.0,0.0,0.0
14.0,0.08745677769184113,0.011247329413890839,0.1308746486902237,0.7704212069511414,0.0,0.0,0.0,0.0
14.100000381469727,0.045460112392902374,0.013493768870830536,0.08700214326381683,0.8540440201759338,0.0,0.0,0.0,0.0
14.199999809265137,0.04871292784810066,0.011127252131700516,0.15498900413513184,0.7851707935333252,0.0,0.0,0.0,0.0
14.300000190734863,0.04836934059858322,0.05865766108036041,0.0751827284693718,0.8177902698516846,0.0,0.0,0.0,0.0
14.399999618530273,0.04615573212504387,0.024206383153796196,0.08183636516332626,0.8478015661239624,0.0,0.0,0.0,0.0
14.5,0.04806205630302429,0.01024428941309452,0.1626129299402237,0.7790806889533997,0.0,0.0,0.0,0.0
14.600000381469727,0.04184102267026901,0.011006996035575867,0.23138484358787537,0.7157670855522156,0.0,0.0,0.0,0.0
14.699999809265137,0.059556711465120316,0.018310561776161194,0.15963150560855865,0.7625011801719666,0.0,0.0,0.0,0.0
14.800000190734863,0.05058075487613678,0.03339538350701332,0.18601951003074646,0.7300043702125549,0.0,0.0,0.0,0.0
14.899999618530273,0.04811836779117584,0.12820188701152802,0.06315155327320099,0.7605282068252563,0.0,0.0,0.0,0.0
15.0,0.010038742795586586,0.20539717376232147,0.04193738102912903,0.7426266074180603,0.0,0.0,0.0,0.0
15.100000381469727,0.025716258212924004,0.17088893055915833,0.06381756067276001,0.7395772933959961,0.0,0.0,0.0,0.0
15.199999809265137,0.03730780631303787,0.2757788598537445,0.0759294331073761,0.6109838485717773,0.0,0.0,0.0,0.0
15.300000190734863,0.022864311933517456,0.45628389716148376,0.16453923285007477,0.3563125729560852,0.0,0.0,0.0,0.0
15.399999618530273,0.0217270664870739,0.4169178903102875,0.2302878499031067,0.33106717467308044,0.0,0.0,0.0,0.0
15.5,0.09218230098485947,0.3363281488418579,0.226770281791687,0.3447192311286926,0.0,0.0,0.0,0.0
15.600000381469727,0.1939801275730133,0.22452528774738312,0.25558388233184814,0.32591062784194946,0.0,0.0,0.0,0.0
15.699999809265137,0.18427954614162445,0.20602616667747498,0.3090507686138153,0.30064353346824646,0.0,0.0,0.0,0.0
15.800000190734863,0.19283592700958252,0.13269594311714172,0.3891531229019165,0.28531500697135925,0.0,0.0,0.0,0.0
15.899999618530273,0.11138094216585159,0.0709683820605278,0.4834551513195038,0.3341955542564392,0.0,0.0,0.0,0.0
16.0,0.34322094917297363,0.060327496379613876,0.5072593092918396,0.08919227868318558,0.0,0.0,0.0,0.0
16.100000381469727,0.33067426085472107,0.07748142629861832,0.5034070014953613,0.08843729645013809,0.0,0.0,0.0,0.0
16.200000762939453,0.12475965917110443,0.1398361623287201,0.5552994012832642,0.18010471761226654,0.0,0.0,0.0,0.0
16.299999237060547,0.16145063936710358,0.29653435945510864,0.4025285840034485,0.1394863724708557,0.0,0.0,0.0,0.0
16.399999618530273,0.09515125304460526,0.34083035588264465,0.47536352276802063,0.08865486085414886,0.0,0.0,0.0,0.0
16.5,0.03821858391165733,0.2922518849372864,0.4588516354560852,0.2106778770685196,0.0,0.0,0.0,0.0
16.600000381469727,0.060103725641965866,0.38461780548095703,0.44638577103614807,0.1088927611708641,0.0,0.0,0.0,0.0
16.700000762939453,0.05696801468729973,0.494013249874115,0.416744202375412,0.03227443993091583,0.0,0.0,0.0,0.0
16.799999237060547,0.05322100222110748,0.5108482837677002,0.4144083261489868,0.021522430703043938,0.0,0.0,0.0,0.0
16.899999618530273,0.0862732082605362,0.6472892165184021,0.25668540596961975,0.009752155281603336,0.0,0.0,0.0,0.0
17.0,0.04150410741567612,0.7162494659423828,0.22957423329353333,0.01267214585095644,0.0,0.0,0.0,0.0
17.100000381469727,0.12487546354532242,0.607692301273346,0.26460349559783936,0.0028287682216614485,0.0,0.0,0.0,0.0
17.200000762939453,0.056723762303590775,0.6729156970977783,0.22219543159008026,0.048165079206228256,0.0,0.0,0.0,0.0
17.299999237060547,0.03717432916164398,0.6632077097892761,0.18464024364948273,0.11497772485017776,0.0,0.0,0.0,0.0
17.399999618530273,0.004488371312618256,0.6727577447891235,0.1758679449558258,0.14688600599765778,0.0,0.0,0.0,0.0
17.5,0.004882164765149355,0.6872682571411133,0.19901251792907715,0.1088370755314827,0.0,0.0,0.0,0.0
17.600000381469727,0.004605914931744337,0.6405673027038574,0.22666709125041962,0.12815965712070465,0.0,0.0,0.0,0.0
17.700000762939453,0.009528125636279583,0.6190150380134583,0.23345604538917542,0.13800084590911865,0.0,0.0,0.0,0.0
17.799999237060547,0.002543478971347213,0.660912811756134,0.1625206619501114,0.17402298748493195,0.0,0.0,0.0,0.0
17.899999618530273,0.010302755981683731,0.7198638319969177,0.19909077882766724,0.07074254006147385,0.0,0.0,0.0,0.0
18.0,0.010092310607433319,0.7622792720794678,0.1903059333562851,0.0373225212097168,0.0,0.0,0.0,0.0
18.100000381469727,0.004204939119517803,0.7777387499809265,0.18047329783439636,0.03758300840854645,0.0,0.0,0.0,0.0
18.200000762939453,0.000985459890216589,0.7222920656204224,0.20076003670692444,0.07596251368522644,0.0,0.0,0.0,0.0
18.299999237060547,0.0005357048939913511,0.7256688475608826,0.2070591300725937,0.06673628836870193,0.0,0.0,0.0,0.0
18.399999618530273,0.00010265257151331753,0.6817469000816345,0.2140389084815979,0.10411148518323898,0.0,0.0,0.0,0.0
18.5,0.0013607043074443936,0.6813749074935913,0.2682529389858246,0.04901152476668358,0.0,0.0,0.0,0.0
18.600000381469727,0.0005493537173606455,0.6954221129417419,0.21394936740398407,0.09007909893989563,0.0,0.0,0.0,0.0
18.700000762939453,0.0009191365097649395,0.6739116907119751,0.2678529918193817,0.05731620639562607,0.0,0.0,0.0,0.0
18.799999237060547,9.986117947846651e-05,0.5709716081619263,0.33412131667137146,0.0948072075843811,0.0,0.0,0.0,0.0
18.899999618530273,0.00014102208660915494,0.5792538523674011,0.3373992443084717,0.0832059383392334,0.0,0.0,0.0,0.0
19.0,0.00011924256250495091,0.5612127184867859,0.3174092173576355,0.12125877290964127,0.0,0.0,0.0,0.0
19.100000381469727,0.0005151690565980971,0.540249764919281,0.36395391821861267,0.0952812060713768,0.0,0.0,0.0,0.0
19.200000762939453,9.595989104127511e-05,0.5096246004104614,0.3244911730289459,0.16578824818134308,0.0,0.0,0.0,0.0
19.299999237060547,3.9179922168841586e-05,0.51900714635849,0.2846029996871948,0.19635067880153656,0.0,0.0,0.0,0.0
19.399999618530273,8.253622945630923e-05,0.5155193209648132,0.31199198961257935,0.1724061667919159,0.0,0.0,0.0,0.0
19.5,0.00017900315287988633,0.5522345304489136,0.3059026598930359,0.14168387651443481,0.0,0.0,0.0,0.0
19.600000381469727,0.001760709099471569,0.26331767439842224,0.32707473635673523,0.4078468680381775,0.0,0.0,0.0,0.0
19.700000762939453,0.009831101633608341,0.15246419608592987,0.496467262506485,0.3412374258041382,0.0,0.0,0.0,0.0
19.799999237060547,0.007614721078425646,0.08420858532190323,0.43453341722488403,0.4736432731151581,0.0,0.0,0.0,0.0
19.899999618530273,0.007772069424390793,0.07274803519248962,0.3424323499202728,0.57704758644104,0.0,0.0,0.0,0.0
20.0,0.006633083801716566,0.0861215740442276,0.35419151186943054,0.5530538558959961,0.0,0.0,0.0,0.0
20.100000381469727,0.012984978966414928,0.02517782337963581,0.35899636149406433,0.6028409004211426,0.0,0.0,0.0,0.0
20.200000762939453,0.0069680060259997845,0.04325660690665245,0.35424697399139404,0.5955284833908081,0.0,0.0,0.0,0.0
20.299999237060547,0.048050668090581894,0.016369884833693504,0.44771599769592285,0.4878634512424469,0.0,0.0,0.0,0.0
20.399999618530273,0.013287181034684181,0.014621419832110405,0.4437124729156494,0.5283789038658142,0.0,0.0,0.0,0.0
20.5,0.021128645166754723,0.020785847678780556,0.3957529664039612,0.5623325109481812,0.0,0.0,0.0,0.0
20.600000381469727,0.010651993565261364,0.04670354723930359,0.4179125428199768,0.5247319340705872,0.0,0.0,0.0,0.0
20.700000762939453,0.023468365892767906,0.020681705325841904,0.4611443877220154,0.49470552802085876,0.0,0.0,0.0,0.0
20.799999237060547,0.011819563806056976,0.017567619681358337,0.35923847556114197,0.6113743782043457,0.0,0.0,0.0,0.0
20.899999618530273,0.004073588643223047,0.03567322716116905,0.24482977390289307,0.7154234051704407,0.0,0.0,0.0,0.0
21.0,0.0070641967467963696,0.011252268217504025,0.2541888654232025,0.7274945974349976,0.0,0.0,0.0,0.0
21.100000381469727,0.005854320712387562,0.00913762953132391,0.29960116744041443,0.6854068636894226,0.0,0.0,0.0,0.0
21.200000762939453,0.005743966903537512,0.010652019642293453,0.34089338779449463,0.6427106261253357,0.0,0.0,0.0,0.0
21.299999237060547,0.0026180464774370193,0.02477158047258854,0.38736262917518616,0.5852477550506592,0.0,0.0,0.0,0.0
21.399999618530273,0.00338504696264863,0.02048715390264988,0.4323306679725647,0.5437970757484436,0.0,0.0,0.0,0.0
21.5,0.039646394550800323,0.006310508120805025,0.3585733473300934,0.5954697728157043,0.0,0.0,0.0,0.0
21.600000381469727,0.022987423464655876,0.008922142907977104,0.3999895453453064,0.5681008696556091,0.0,0.0,0.0,0.0
21.700000762939453,0.028039176017045975,0.004573010839521885,0.5061442255973816,0.46124354004859924,0.0,0.0,0.0,0.0
21.799999237060547,0.005815417971462011,0.006444254890084267,0.42662590742111206,0.5611144304275513,0.0,0.0,0.0,0.0
21.899999618530273,0.03104070946574211,0.0005868102889508009,0.4494039714336395,0.5189684629440308,0.0,0.0,0.0,0.0
22.0,0.11705949902534485,4.2356474295957014e-05,0.3867392838001251,0.4961588978767395,0.0,0.0,0.0,0.0
22.100000381469727,0.2517535388469696,2.3903969122329727e-05,0.42383313179016113,0.3243894577026367,0.0,0.0,0.0,0.0
22.200000762939453,0.2400464117527008,1.62656342581613e-05,0.4034461975097656,0.35649120807647705,0.0,0.0,0.0,0.0
22.299999237060547,0.10979941487312317,0.0010507942643016577,0.4435064494609833,0.4456433057785034,0.0,0.0,0.0,0.0
22.399999618530273,0.15150755643844604,0.00044520117808133364,0.3469947874546051,0.5010524988174438,0.0,0.0,0.0,0.0
22.5,0.2603088319301605,0.0007866790983825922,0.3859756886959076,0.3529287874698639,0.0,0.0,0.0,0.0
22.600000381469727,0.477764755487442,0.000920798338484019,0.3653715252876282,0.15594284236431122,0.0,0.0,0.0,0.0
22.700000762939453,0.6020095944404602,0.00023025985865388066,0.21045638620853424,0.1873037964105606,0.0,0.0,0.0,0.0
22.799999237060547,0.7148141860961914,0.00020543507707770914,0.15351749956607819,0.13146284222602844,0.0,0.0,0.0,0.0
22.899999618530273,0.8238451480865479,0.001001138356514275,0.11073236167430878,0.06442130357027054,0.0,0.0,0.0,0.0
23.0,0.7730956673622131,0.0005261097103357315,0.12395616620779037,0.10242200642824173,0.0,0.0,0.0,0.0
23.100000381469727,0.7992447018623352,0.0012586101656779647,0.1524733603000641,0.04702334105968475,0.0,0.0,0.0,0.0
23.200000762939453,0.7679691314697266,0.0004545808769762516,0.1724850833415985,0.059091247618198395,0.0,0.0,0.0,0.0
23.299999237060547,0.6557438373565674,3.885145633830689e-05,0.1698489785194397,0.17436835169792175,0.0,0.0,0.0,0.0
