epoch,lr,train_loss,train_loss_gate,train_loss_gate_prior,train_loss_pos,train_loss_vel,train_mean_gate,val_loss,val_loss_pos,val_loss_vel
34,0.00025,1.3616542942484915,0.0,0.0,1.1311518885577814,1.1525120141007918,0.0,1.8998582494745246,1.6722895413810863,1.137843478678863
35,0.00025,1.3697568216821467,0.0,0.0,1.138971459081429,1.153926793687912,0.0,1.4539542533078857,1.2266932181573529,1.1363051562880992
36,0.00025,1.3593068499449985,0.0,0.0,1.1289456869111338,1.151805796260606,0.0,1.6921219623654609,1.4641218727970997,1.1400004167789026
37,0.00025,1.3581940551086031,0.0,0.0,1.127797597396913,1.1519822750030675,0.0,1.4920901104969149,1.263528819683688,1.1428064171023213
38,0.00025,1.34954757820789,0.0,0.0,1.11958537017376,1.1498110286798406,0.0,1.5146093187880059,1.2865271734853867,1.1404107281806368
39,0.00025,1.359804115426431,0.0,0.0,1.1296368478570684,1.1508363128734105,0.0,1.455498659025124,1.2269614590693274,1.1426860008112696
40,0.000125,1.3555291300841645,0.0,0.0,1.1258266209828136,1.1485125336486897,0.0,1.5582282490376926,1.3304903848085872,1.1386893175325228
41,0.000125,1.3476937598663339,0.0,0.0,1.11838085266937,1.1465645123150094,0.0,1.4665286171346976,1.2379297983239435,1.1429940903067688
42,0.000125,1.3286773219559875,0.0,0.0,1.0997957354812136,1.144407907797501,0.0,1.4684688867478446,1.2410548699090722,1.1370700502772813
43,0.000125,1.3281479141297288,0.0,0.0,1.0992019805748066,1.1447296434794736,0.0,1.5022594965268532,1.275127587350183,1.1356595130685367
44,0.000125,1.3313453998957414,0.0,0.0,1.102512077454094,1.1441665904971252,0.0,1.49158622394692,1.264633897043684,1.1347616040339379
45,6.25e-05,1.3271073333825993,0.0,0.0,1.0983066395822578,1.1440034621628066,0.0,1.480227027308633,1.2525447621135093,1.138411315742083
46,6.25e-05,1.3193964686884736,0.0,0.0,1.0903162217093878,1.145401211066806,0.0,1.5085514491444125,1.281624099277239,1.1346367544427105
47,6.25e-05,1.3177766792647811,0.0,0.0,1.089319589731596,1.142285427668675,0.0,1.5664487573328265,1.3407568030909238,1.1284597298882586
