epoch,lr,train_loss,train_loss_pos,train_loss_vel,val_loss,val_loss_pos,val_loss_vel
1,0.001,1.5070680024787317,1.261524085286522,1.2277195706686443,1.4628928528340235,1.2267497748260594,1.1807153785556281
