fault_active_s1,fault_active_s2,fault_active_s3,fault_active_s4,k,t,valid_s1,valid_s2,valid_s3,valid_s4,w_s1,w_s2,w_s3,w_s4
0.0,0.0,0.0,0.0,17,1.7000000476837158,1.0,1.0,1.0,1.0,0.3974023163318634,0.02341151237487793,0.470220685005188,0.1089654192328453
0.0,0.0,0.0,0.0,18,1.7999999523162842,1.0,1.0,1.0,1.0,0.4042489230632782,0.04202936217188835,0.3845939040184021,0.16912783682346344
0.0,0.0,0.0,0.0,19,1.899999976158142,1.0,1.0,1.0,1.0,0.22217531502246857,0.18330153822898865,0.1845792829990387,0.4099438786506653
0.0,0.0,0.0,0.0,20,2.0,1.0,1.0,1.0,1.0,0.2646818459033966,0.2117878794670105,0.15121440589427948,0.372315913438797
0.0,0.0,0.0,0.0,21,2.0999999046325684,1.0,1.0,1.0,1.0,0.3131987452507019,0.2368178367614746,0.1610136181116104,0.2889697849750519
0.0,0.0,0.0,0.0,22,2.200000047683716,1.0,1.0,1.0,1.0,0.3640292286872864,0.20731575787067413,0.19969986379146576,0.22895516455173492
0.0,0.0,0.0,0.0,23,2.299999952316284,1.0,1.0,1.0,1.0,0.4411550462245941,0.21383531391620636,0.23686720430850983,0.10814248770475388
0.0,0.0,0.0,0.0,24,2.4000000953674316,1.0,1.0,1.0,1.0,0.3065040707588196,0.2962524890899658,0.27241623401641846,0.12482725828886032
0.0,0.0,0.0,0.0,25,2.5,1.0,1.0,1.0,1.0,0.348414808511734,0.25061464309692383,0.3017862141132355,0.09918435662984848
0.0,0.0,0.0,0.0,26,2.5999999046325684,1.0,1.0,1.0,1.0,0.2625753879547119,0.25061798095703125,0.3607329726219177,0.1260736882686615
0.0,0.0,0.0,0.0,27,2.700000047683716,1.0,1.0,1.0,1.0,0.249130979180336,0.17251944541931152,0.3653201460838318,0.2130294144153595
0.0,0.0,0.0,0.0,28,2.799999952316284,1.0,1.0,1.0,1.0,0.3237360119819641,0.17373977601528168,0.38465267419815063,0.11787153035402298
0.0,0.0,0.0,0.0,29,2.9000000953674316,1.0,1.0,1.0,1.0,0.3098798394203186,0.21355266869068146,0.3563784658908844,0.12018904089927673
0.0,0.0,0.0,0.0,30,3.0,1.0,1.0,1.0,1.0,0.31597742438316345,0.24187791347503662,0.24748922884464264,0.1946554332971573
0.0,0.0,0.0,0.0,31,3.0999999046325684,1.0,1.0,1.0,1.0,0.35328689217567444,0.2459462732076645,0.18735924363136292,0.2134075164794922
0.0,0.0,0.0,0.0,32,3.200000047683716,1.0,1.0,1.0,1.0,0.37474098801612854,0.24523787200450897,0.17557744681835175,0.20444364845752716
