epoch,lr,train_loss,train_loss_gate,train_loss_gate_prior,train_loss_pos,train_loss_vel,train_mean_gate,val_loss,val_loss_pos,val_loss_vel
24,0.0005,1.4046917937710455,0.0,0.0,1.1717450976272508,1.1647334617209242,0.0,1.5401439919261313,1.3096489457067702,1.152475216763899
25,0.0005,1.4049306232400514,0.0,0.0,1.1726064509330376,1.1616208426495112,0.0,1.5223823903303757,1.2911815066222445,1.1560044075180151
26,0.0005,1.3950591683817877,0.0,0.0,1.1621141381042717,1.1647251294713334,0.0,1.7829416745112003,1.5523648303910953,1.1528842575345608
27,0.0005,1.3977783979325369,0.0,0.0,1.165649577650202,1.1606440865262297,0.0,1.4496873131600347,1.2192066960291104,1.1524030518571502
28,0.0005,1.3980055431839231,0.0,0.0,1.166169627557157,1.1591795560951668,0.0,1.4955400724792163,1.2657313653372606,1.1490435000958787
29,0.0005,1.3890746773794695,0.0,0.0,1.1568160280465352,1.1612932316898936,0.0,1.4285630703369445,1.1970330389413508,1.1576501255775868
30,0.0005,1.3914083175714764,0.0,0.0,1.1592745423548558,1.1606688554969193,0.0,1.4308213869201254,1.1983518958786545,1.1623474177273982
31,0.0005,1.3870532821953843,0.0,0.0,1.155144341833023,1.1595446782412544,0.0,1.5862250292727988,1.35691019158677,1.1465741722907352
32,0.0005,1.3944408140942153,0.0,0.0,1.1628293329432644,1.158057391765943,0.0,1.4332241363469806,1.2042822268682158,1.1447095233633755
33,0.0005,1.3843870650520929,0.0,0.0,1.1528335853116631,1.1577673723986834,0.0,1.4420918058693954,1.2148065203135456,1.1364264096645986
34,0.00025,1.3752977725303475,0.0,0.0,1.1438688378515358,1.1571446542438122,0.0,1.4701136469146194,1.240566151267186,1.1477374595666705
35,0.00025,1.360539185428434,0.0,0.0,1.130615986640871,1.1496159738677758,0.0,1.4869361184618057,1.258847846933249,1.14044129433084
36,0.00025,1.3610453916132004,0.0,0.0,1.1308835642886368,1.1508091213634999,0.0,1.3970832559488695,1.1663359463363763,1.1537365409555682
37,0.00025,1.353840109483421,0.0,0.0,1.1234578198933978,1.1519114291969021,0.0,1.6174606705585388,1.3885486392156965,1.1445601565405095
38,0.00025,1.35736728926814,0.0,0.0,1.1271329758731716,1.1511715428881468,0.0,1.465735431058917,1.2375314214445967,1.141020043813418
39,0.00025,1.3539395975795283,0.0,0.0,1.1239054046734618,1.1501709627767684,0.0,1.40924998933727,1.1804939893560544,1.1437799870273055
40,0.00025,1.3492043284221122,0.0,0.0,1.1193699293820818,1.149171972900108,0.0,1.4235827002696053,1.194663592540255,1.1445955368055094
41,0.000125,1.3474434473764025,0.0,0.0,1.1173828073981202,1.150303187411327,0.0,1.4616588921074467,1.233889739678166,1.13884576496534
42,0.000125,1.336354812118632,0.0,0.0,1.1068153692489526,1.1476971930607869,0.0,1.5208932347341342,1.293189581327891,1.138518249134934
43,0.000125,1.3383869966135864,0.0,0.0,1.1090886991089528,1.1464914658120564,0.0,1.5745498612758817,1.3471686720947342,1.1369058768219198
44,0.000125,1.3420896324421874,0.0,0.0,1.11283147562685,1.146290771649541,0.0,1.532893529085196,1.3049002910037522,1.1399661903427007
45,0.000125,1.340028603150386,0.0,0.0,1.1108986010129274,1.1456499919473149,0.0,1.532708592676898,1.305518419061672,1.1359508773567872
46,6.25e-05,1.3372053023215766,0.0,0.0,1.108105336438607,1.1454998157171947,0.0,1.6258163144249007,1.3993213314299382,1.1324748767057524
47,6.25e-05,1.3341345217040668,0.0,0.0,1.1054337788316364,1.143503690586466,0.0,1.5945383324809714,1.3672269371328107,1.1365569640605475
48,6.25e-05,1.3306882485660487,0.0,0.0,1.1017128119229145,1.1448771687636532,0.0,1.5671296427986405,1.3393604611675507,1.1388458518561078
