g_s1,g_s2,g_s3,g_s4,k,t,w_s1,w_s2,w_s3,w_s4
0.9103080630302429,0.8957946300506592,0.806214451789856,0.9107183814048767,24,2.4000000953674316,0.2564667761325836,0.23918740451335907,0.24108706414699554,0.26325875520706177
0.9025418162345886,0.8898348808288574,0.805814802646637,0.9031283259391785,25,2.5,0.2700675427913666,0.22039790451526642,0.25279614329338074,0.25673842430114746
0.8964241147041321,0.8896452188491821,0.7967221140861511,0.8972278237342834,26,2.5999999046325684,0.3017910420894623,0.20511527359485626,0.24997438490390778,0.2431192845106125
0.8911693096160889,0.873607873916626,0.793962836265564,0.9031944274902344,27,2.700000047683716,0.2772161066532135,0.2392646074295044,0.2468707412481308,0.2366485446691513
0.8812292218208313,0.8706395626068115,0.7954773902893066,0.8882719278335571,28,2.799999952316284,0.28648409247398376,0.22866831719875336,0.2392648607492447,0.24558277428150177
0.8811608552932739,0.8669633269309998,0.7843223810195923,0.8863943815231323,29,2.9000000953674316,0.2929849326610565,0.22020871937274933,0.23004131019115448,0.2567650079727173
0.8747022747993469,0.86431485414505,0.7758562564849854,0.89208984375,30,3.0,0.30068856477737427,0.22983838617801666,0.22956936061382294,0.23990364372730255
0.8664602637290955,0.8576595187187195,0.7823171019554138,0.8842583298683167,31,3.0999999046325684,0.3066929876804352,0.21936030685901642,0.2324661761522293,0.2414804995059967
0.866308867931366,0.849575400352478,0.7857764363288879,0.875295877456665,32,3.200000047683716,0.2731894552707672,0.2341248095035553,0.24638256430625916,0.24630315601825714
0.8689683079719543,0.8432483673095703,0.7742761969566345,0.8721086978912354,33,3.299999952316284,0.2590799927711487,0.2713121175765991,0.21999956667423248,0.2496083378791809
0.8549442887306213,0.8400721549987793,0.7492193579673767,0.8662994503974915,34,3.4000000953674316,0.295165091753006,0.22554323077201843,0.2403435856103897,0.23894809186458588
0.8525635600090027,0.8358922004699707,0.7653133869171143,0.8663312196731567,35,3.5,0.2879548966884613,0.23766307532787323,0.24523793160915375,0.2291441261768341
0.85471510887146,0.8280554413795471,0.766014814376831,0.8619805574417114,36,3.5999999046325684,0.25099462270736694,0.27199801802635193,0.24095185101032257,0.23605558276176453
0.8450846672058105,0.8257992267608643,0.7628991603851318,0.8579649925231934,37,3.700000047683716,0.2778621315956116,0.24450141191482544,0.23989790678024292,0.23773857951164246
0.8436737656593323,0.8265087008476257,0.7591289281845093,0.8618804812431335,38,3.799999952316284,0.2817346751689911,0.23904651403427124,0.23263990879058838,0.24657893180847168
0.8382074236869812,0.8211396932601929,0.7684690356254578,0.848696768283844,39,3.9000000953674316,0.2911756634712219,0.2317521721124649,0.24417895078659058,0.2328931987285614
0.8334025740623474,0.8143843412399292,0.7579522728919983,0.8527680039405823,40,4.0,0.29540523886680603,0.2188880741596222,0.2492995262145996,0.23640714585781097
0.8327965140342712,0.8169366717338562,0.7596758604049683,0.8523824214935303,41,4.099999904632568,0.2561676502227783,0.25757256150245667,0.22587408125400543,0.260385662317276
0.8311347961425781,0.8103856444358826,0.7570235133171082,0.8424385786056519,42,4.199999809265137,0.2640499174594879,0.26422473788261414,0.22614634037017822,0.2455790489912033
0.8236245512962341,0.8102035522460938,0.7514616847038269,0.8407620787620544,43,4.300000190734863,0.2978605628013611,0.2372322529554367,0.21866410970687866,0.24624298512935638
0.8213682770729065,0.8026454448699951,0.7578274011611938,0.8538004159927368,44,4.400000095367432,0.2929181754589081,0.25900375843048096,0.22726976871490479,0.22080828249454498
0.8188964128494263,0.8046823740005493,0.7560601830482483,0.8356525897979736,45,4.5,0.2973922789096832,0.23669852316379547,0.21925675868988037,0.24665245413780212
0.8170409202575684,0.7958411574363708,0.7531682252883911,0.8318052887916565,46,4.599999904632568,0.2648663818836212,0.2620178759098053,0.22748881578445435,0.24562689661979675
0.8089678883552551,0.7932483553886414,0.7622783780097961,0.8414171934127808,47,4.699999809265137,0.2954806089401245,0.2594307065010071,0.21743471920490265,0.22765395045280457
0.8093290328979492,0.7886316180229187,0.753291130065918,0.833602786064148,48,4.800000190734863,0.2824346125125885,0.2549900710582733,0.22217607498168945,0.24039921164512634
0.8088412284851074,0.7898529767990112,0.7480095028877258,0.8335046172142029,49,4.900000095367432,0.2818182706832886,0.26153966784477234,0.22156187891960144,0.23508025705814362
0.8054541349411011,0.8004964590072632,0.760094165802002,0.8252754211425781,50,5.0,0.30732229351997375,0.22262702882289886,0.2282758355140686,0.24177484214305878
0.8093282580375671,0.7856916785240173,0.7392393946647644,0.8236595988273621,51,5.099999904632568,0.2515963613986969,0.27868202328681946,0.21820290386676788,0.2515186369419098
0.7944308519363403,0.7861543893814087,0.7392256259918213,0.8305389881134033,52,5.199999809265137,0.2959088385105133,0.25048014521598816,0.22375984489917755,0.22985109686851501
0.8018869161605835,0.7852665781974792,0.7403571009635925,0.8242811560630798,53,5.300000190734863,0.27575376629829407,0.2596905529499054,0.22172847390174866,0.24282722175121307
0.7997881174087524,0.7834761142730713,0.7513353228569031,0.8239549398422241,54,5.400000095367432,0.28717121481895447,0.2547060549259186,0.21972955763339996,0.23839318752288818
0.795983612537384,0.7660823464393616,0.7365029454231262,0.8257973194122314,55,5.5,0.2941567599773407,0.25276145339012146,0.21564050018787384,0.2374413013458252
0.8086801171302795,0.7844566106796265,0.746371865272522,0.8235253691673279,56,5.599999904632568,0.2694161534309387,0.25648948550224304,0.2232571542263031,0.25083720684051514
0.7953572273254395,0.7836341261863708,0.7574553489685059,0.8228700757026672,57,5.699999809265137,0.2949787974357605,0.25071272253990173,0.22903428971767426,0.22527410089969635
0.7885705232620239,0.7803873419761658,0.7470218539237976,0.8063358068466187,58,5.800000190734863,0.30089208483695984,0.25158774852752686,0.21515868604183197,0.23236152529716492
0.8061690926551819,0.7764180302619934,0.7518239617347717,0.8219382166862488,59,5.900000095367432,0.24876385927200317,0.2820122241973877,0.2233802080154419,0.24584363400936127
0.8061500787734985,0.7727946043014526,0.7584765553474426,0.8244727849960327,60,6.0,0.24399615824222565,0.287431925535202,0.2174501270055771,0.2511218190193176
0.7985963225364685,0.7765896916389465,0.7510591149330139,0.8241205215454102,61,6.099999904632568,0.26974040269851685,0.2565171718597412,0.21411974728107452,0.25962263345718384
0.7917785048484802,0.7724807858467102,0.7488772869110107,0.8141866326332092,62,6.199999809265137,0.2744726240634918,0.2537859082221985,0.21824634075164795,0.25349512696266174
0.7875918745994568,0.7727447152137756,0.7449871897697449,0.8102818131446838,63,6.300000190734863,0.26725122332572937,0.2544667720794678,0.22162097692489624,0.2566610276699066
0.7934067845344543,0.7789073586463928,0.7425366640090942,0.8176803588867188,64,6.400000095367432,0.32597142457962036,0.22146646678447723,0.21320617198944092,0.23935596644878387
0.7929575443267822,0.7906149625778198,0.7487731575965881,0.8095159530639648,65,6.5,0.31220710277557373,0.22231043875217438,0.21223147213459015,0.25325098633766174
0.7958427667617798,0.7732656598091125,0.7465680241584778,0.8086939454078674,66,6.599999904632568,0.2726535201072693,0.2673340141773224,0.2064359486103058,0.25357645750045776
0.7890699505805969,0.7678197622299194,0.7480273842811584,0.8157859444618225,67,6.699999809265137,0.2697373926639557,0.24516014754772186,0.20967119932174683,0.2754312753677368
0.799859344959259,0.772570013999939,0.7490084767341614,0.8039808869361877,68,6.800000190734863,0.2601507902145386,0.2575729787349701,0.2044154405593872,0.2778607904911041
0.7930999398231506,0.772875189781189,0.7538977265357971,0.8268770575523376,69,6.900000095367432,0.2849317491054535,0.2388213872909546,0.213781476020813,0.26246538758277893
0.7924011945724487,0.7790854573249817,0.7511696815490723,0.8101995587348938,70,7.0,0.2864172160625458,0.24118171632289886,0.2155672162771225,0.25683385133743286
0.787480890750885,0.76639324426651,0.7334480881690979,0.8095924854278564,71,7.099999904632568,0.27561578154563904,0.24228596687316895,0.23376600444316864,0.2483322024345398
0.7888346314430237,0.7753153443336487,0.7363423109054565,0.8142647743225098,72,7.199999809265137,0.2826598584651947,0.2638300359249115,0.21380729973316193,0.23970279097557068
0.7871260046958923,0.7587184309959412,0.7432944178581238,0.8079835176467896,73,7.300000190734863,0.2853366434574127,0.2584203779697418,0.22283519804477692,0.23340770602226257
0.7886078953742981,0.7615889310836792,0.7480814456939697,0.8131951689720154,74,7.400000095367432,0.2736164331436157,0.2769341468811035,0.22300828993320465,0.22644108533859253
0.7818560004234314,0.7627306580543518,0.7454825043678284,0.8067798614501953,75,7.5,0.2737092077732086,0.2586175501346588,0.2353183776140213,0.23235492408275604
0.7835589051246643,0.7624874114990234,0.739840567111969,0.804902970790863,76,7.599999904632568,0.2948523163795471,0.2550758421421051,0.2178492248058319,0.23222261667251587
0.7863792777061462,0.7674716711044312,0.7445549964904785,0.8144415616989136,77,7.699999809265137,0.3053567111492157,0.23227323591709137,0.2282973825931549,0.23407264053821564
0.7851678729057312,0.7615129351615906,0.749763548374176,0.8068263530731201,78,7.800000190734863,0.2760923206806183,0.2601170241832733,0.22691097855567932,0.23687969148159027
0.7833141088485718,0.7614004611968994,0.7312131524085999,0.8058526515960693,79,7.900000095367432,0.28812679648399353,0.252485066652298,0.23052100837230682,0.22886715829372406
0.7983800768852234,0.7609265446662903,0.7408161759376526,0.8037487268447876,80,8.0,0.23648308217525482,0.27576547861099243,0.24086779356002808,0.2468835860490799
0.7878174781799316,0.7686328291893005,0.7579159140586853,0.8021760582923889,81,8.100000381469727,0.27264562249183655,0.24702170491218567,0.24101999402046204,0.23931273818016052
0.7862959504127502,0.7617524266242981,0.7441767454147339,0.8086045980453491,82,8.199999809265137,0.2621125876903534,0.2619236707687378,0.24046289920806885,0.23550088703632355
0.7871351838111877,0.761013388633728,0.7336077690124512,0.8068721890449524,83,8.300000190734863,0.2618451416492462,0.26425567269325256,0.24355542659759521,0.2303437441587448
0.7867923974990845,0.7723937034606934,0.745227038860321,0.8079613447189331,84,8.399999618530273,0.2865162789821625,0.23570524156093597,0.2420637160539627,0.23571467399597168
0.7966474294662476,0.7779302000999451,0.7469672560691833,0.8039681315422058,85,8.5,0.25591182708740234,0.2749130427837372,0.2393447607755661,0.22983035445213318
0.7816367745399475,0.7614665627479553,0.7384573817253113,0.810163676738739,86,8.600000381469727,0.25961989164352417,0.2911595106124878,0.24856309592723846,0.20065754652023315
0.7862412333488464,0.7637365460395813,0.7381253242492676,0.8105448484420776,87,8.699999809265137,0.26212868094444275,0.2845423221588135,0.24725684523582458,0.2060721516609192
0.7854756116867065,0.7572397589683533,0.7561441659927368,0.8061400651931763,88,8.800000190734863,0.25967636704444885,0.2871081531047821,0.25389960408210754,0.19931583106517792
0.7857298851013184,0.7534980773925781,0.745210587978363,0.8168060779571533,89,8.899999618530273,0.23574604094028473,0.3177575170993805,0.2589679956436157,0.18752844631671906
0.7855316996574402,0.7589672207832336,0.7391613721847534,0.8050341606140137,90,9.0,0.2624306380748749,0.28728488087654114,0.252219021320343,0.19806547462940216
0.7835869789123535,0.7523952126502991,0.7191442251205444,0.803421139717102,91,9.100000381469727,0.24856150150299072,0.2897137403488159,0.2673245072364807,0.19440028071403503
0.7851840257644653,0.7582976818084717,0.7411214709281921,0.8073204159736633,92,9.199999809265137,0.26380759477615356,0.2724721133708954,0.25284022092819214,0.2108801007270813
0.7850276827812195,0.7587917447090149,0.7294518947601318,0.8098024129867554,93,9.300000190734863,0.2545870840549469,0.2896665334701538,0.24943967163562775,0.2063068002462387
0.7836084365844727,0.7726612091064453,0.7314682006835938,0.8106225728988647,94,9.399999618530273,0.27566245198249817,0.25909972190856934,0.2620856761932373,0.20315220952033997
0.7858406901359558,0.742161214351654,0.7331413626670837,0.8123277425765991,95,9.5,0.2523624897003174,0.2736329734325409,0.2721186876296997,0.20188595354557037
0.7855862379074097,0.7488431334495544,0.7310677766799927,0.8096250891685486,96,9.600000381469727,0.2671583294868469,0.22922243177890778,0.2920893132686615,0.21152998507022858
0.7851426601409912,0.7637479901313782,0.7379091382026672,0.8233186602592468,97,9.699999809265137,0.2448146790266037,0.27285563945770264,0.2558305859565735,0.2264990657567978
0.7848377227783203,0.7603858113288879,0.7484949827194214,0.8066062927246094,98,9.800000190734863,0.2536824643611908,0.2913011312484741,0.25844621658325195,0.19657015800476074
0.7820463180541992,0.7539308071136475,0.7287063598632812,0.8042306303977966,99,9.899999618530273,0.23858100175857544,0.3083209693431854,0.2520979940891266,0.20100000500679016
0.7849572896957397,0.7676955461502075,0.7318222522735596,0.8057354688644409,100,10.0,0.24412764608860016,0.2997545301914215,0.26114752888679504,0.19497030973434448
0.778998851776123,0.758639931678772,0.7318836450576782,0.810318648815155,101,10.100000381469727,0.24237219989299774,0.3118133544921875,0.2569982409477234,0.18881618976593018
0.7849351167678833,0.7512421607971191,0.7239479422569275,0.7974401116371155,102,10.199999809265137,0.20983612537384033,0.38378843665122986,0.2460787445306778,0.1602967083454132
0.7850908041000366,0.7517006397247314,0.7326641082763672,0.7993069887161255,103,10.300000190734863,0.2270561009645462,0.31055110692977905,0.2773192226886749,0.1850736141204834
0.7851515412330627,0.7531976103782654,0.7274733185768127,0.8101499676704407,104,10.399999618530273,0.20487916469573975,0.39019083976745605,0.23249551653862,0.17243459820747375
0.7847805023193359,0.7545662522315979,0.7357795834541321,0.8016009330749512,105,10.5,0.20710627734661102,0.36024925112724304,0.2049800008535385,0.22766444087028503
0.7861265540122986,0.7472846508026123,0.7406429648399353,0.7973770499229431,106,10.600000381469727,0.21108347177505493,0.34969592094421387,0.22471283376216888,0.21450775861740112
0.7785418033599854,0.7569975852966309,0.729604959487915,0.7969328165054321,107,10.699999809265137,0.2316482663154602,0.30491986870765686,0.23881132900714874,0.22462056577205658
0.784975528717041,0.7504380941390991,0.7324051260948181,0.8039616346359253,108,10.800000190734863,0.20361369848251343,0.35743448138237,0.23523154854774475,0.20372024178504944
0.7835087776184082,0.7529192566871643,0.7482208013534546,0.8038218021392822,109,10.899999618530273,0.18695096671581268,0.3657759130001068,0.21932882070541382,0.22794432938098907
0.7855081558227539,0.7348815202713013,0.7338987588882446,0.7865898609161377,110,11.0,0.20958518981933594,0.3363126218318939,0.2613085210323334,0.19279371201992035
0.7830456495285034,0.754791259765625,0.7310169339179993,0.8142943382263184,111,11.100000381469727,0.19795170426368713,0.36126723885536194,0.20480822026729584,0.2359727919101715
0.79176926612854,0.7591490745544434,0.7310613989830017,0.8046684861183167,112,11.199999809265137,0.20211340487003326,0.38554251194000244,0.2324942648410797,0.1798498034477234
0.7863618731498718,0.7422885894775391,0.7315104007720947,0.8215670585632324,113,11.300000190734863,0.20645669102668762,0.2749181091785431,0.24082989990711212,0.27779531478881836
0.7855421304702759,0.7578688859939575,0.747622013092041,0.8026167154312134,114,11.399999618530273,0.21717393398284912,0.2586568295955658,0.23058198392391205,0.2935872972011566
0.7709465622901917,0.746475100517273,0.7333607077598572,0.8253470659255981,115,11.5,0.19133669137954712,0.327701598405838,0.22271735966205597,0.2582443356513977
0.7774546146392822,0.7430073022842407,0.7371151447296143,0.8330283761024475,116,11.600000381469727,0.19925661385059357,0.25370556116104126,0.2058190554380417,0.34121882915496826
0.7811129689216614,0.7445098757743835,0.7378540635108948,0.805942952632904,117,11.699999809265137,0.25742125511169434,0.2541852593421936,0.23779504001140594,0.25059840083122253
0.7752604484558105,0.7588959336280823,0.730502724647522,0.790851891040802,118,11.800000190734863,0.25185078382492065,0.32931721210479736,0.22306190431118011,0.19577006995677948
0.7798952460289001,0.7554575204849243,0.746148943901062,0.8123334050178528,119,11.899999618530273,0.24344168603420258,0.3010214567184448,0.20350423455238342,0.25203266739845276
0.7807583808898926,0.7677414417266846,0.7155424356460571,0.8060257434844971,120,12.0,0.22908934950828552,0.2687495946884155,0.186599463224411,0.3155616521835327
0.7924204468727112,0.7347856163978577,0.7350651621818542,0.8158885836601257,121,12.100000381469727,0.16615593433380127,0.22051627933979034,0.20118410885334015,0.4121437072753906
0.777492880821228,0.7512823939323425,0.7303757667541504,0.8042857646942139,122,12.199999809265137,0.19864870607852936,0.16999000310897827,0.19759047031402588,0.4337707757949829
0.7801864147186279,0.7589017748832703,0.7375674843788147,0.7982557415962219,123,12.300000190734863,0.20133228600025177,0.22437375783920288,0.18330343067646027,0.39099061489105225
0.7804663777351379,0.7673832178115845,0.7358139753341675,0.7986590266227722,124,12.399999618530273,0.208267480134964,0.21789661049842834,0.17581990361213684,0.39801594614982605
0.7716563940048218,0.7517677545547485,0.7122101783752441,0.7880104780197144,125,12.5,0.20417699217796326,0.2372102439403534,0.19525979459285736,0.3633529543876648
0.7770288586616516,0.7607241868972778,0.7326588034629822,0.8052200675010681,126,12.600000381469727,0.19728027284145355,0.21704204380512238,0.2221265286207199,0.36355119943618774
0.777620255947113,0.7549821138381958,0.7072477340698242,0.8104837536811829,127,12.699999809265137,0.14518119394779205,0.17740365862846375,0.19200485944747925,0.4854103922843933
0.7739875912666321,0.7514608502388,0.7347010374069214,0.7969822287559509,128,12.800000190734863,0.1891842484474182,0.26262012124061584,0.24050794541835785,0.3076876997947693
0.7742924094200134,0.7759567499160767,0.7230910658836365,0.8022283315658569,129,12.899999618530273,0.15720880031585693,0.191969633102417,0.1588321328163147,0.49198949337005615
0.7740874290466309,0.7476173639297485,0.728980302810669,0.7972545623779297,130,13.0,0.14044755697250366,0.20454485714435577,0.1742420792579651,0.4807654917240143
0.7712293863296509,0.7513133883476257,0.7447077631950378,0.7941851615905762,131,13.100000381469727,0.1758604645729065,0.2165738046169281,0.18356318771839142,0.42400258779525757
0.7733249068260193,0.7407974600791931,0.7309852838516235,0.7931022644042969,132,13.199999809265137,0.1672033667564392,0.1703108549118042,0.19566088914871216,0.46682488918304443
0.7737229466438293,0.7675164341926575,0.7275130152702332,0.8025909066200256,133,13.300000190734863,0.14239786565303802,0.17617754638195038,0.14413879811763763,0.5372858047485352
0.7699963450431824,0.7529776096343994,0.7453528642654419,0.8057224154472351,134,13.399999618530273,0.14882534742355347,0.22755776345729828,0.14013418555259705,0.4834827780723572
0.7750371694564819,0.7481363415718079,0.7097563743591309,0.7945533394813538,135,13.5,0.13854947686195374,0.24551738798618317,0.15010738372802734,0.4658257067203522
0.7737264633178711,0.7459576725959778,0.7327898144721985,0.7932291626930237,136,13.600000381469727,0.11556769907474518,0.20799745619297028,0.1267835944890976,0.5496511459350586
0.7726384401321411,0.7479128837585449,0.7103703618049622,0.801422655582428,137,13.699999809265137,0.16220960021018982,0.23969128727912903,0.17760828137397766,0.4204908013343811
0.7767592072486877,0.7495593428611755,0.7242894768714905,0.804498553276062,138,13.800000190734863,0.11569786816835403,0.1763913482427597,0.1585233062505722,0.5493874549865723
0.7739117741584778,0.7528064250946045,0.7051177024841309,0.7900305986404419,139,13.899999618530273,0.12401385605335236,0.21177539229393005,0.17907656729221344,0.48513421416282654
0.7759036421775818,0.7505183815956116,0.7258414030075073,0.7941060662269592,140,14.0,0.11948910355567932,0.23014990985393524,0.1878238022327423,0.4625371992588043
0.775500476360321,0.7441222071647644,0.7208364605903625,0.8002010583877563,141,14.100000381469727,0.08510968089103699,0.15190322697162628,0.1236332580447197,0.6393538117408752
0.7706670761108398,0.7430341839790344,0.7108251452445984,0.7813540101051331,142,14.199999809265137,0.12480279803276062,0.2609247863292694,0.2259511798620224,0.3883212208747864
0.7731552720069885,0.7506787776947021,0.730912983417511,0.7942333221435547,143,14.300000190734863,0.12149987369775772,0.2761131525039673,0.18234246969223022,0.42004451155662537
0.7755845189094543,0.751057505607605,0.7184883952140808,0.7907307744026184,144,14.399999618530273,0.09113955497741699,0.1448691487312317,0.1455492377281189,0.6184420585632324
0.7750192880630493,0.7370504140853882,0.7036477327346802,0.782357394695282,145,14.5,0.10442142188549042,0.19777444005012512,0.23021642863750458,0.46758773922920227
0.7790563702583313,0.7474272847175598,0.7155017852783203,0.7773050665855408,146,14.600000381469727,0.11033719033002853,0.200185164809227,0.23429764807224274,0.45518001914024353
0.7705154418945312,0.7453107237815857,0.7223562598228455,0.7862433791160583,147,14.699999809265137,0.09116766601800919,0.22838163375854492,0.1947876363992691,0.4856630861759186
0.773774266242981,0.7423388957977295,0.7158727645874023,0.8163226246833801,148,14.800000190734863,0.10258247703313828,0.21052773296833038,0.17743241786956787,0.5094574689865112
0.7750416994094849,0.7602901458740234,0.7242705225944519,0.8036649227142334,149,14.899999618530273,0.09423044323921204,0.21204549074172974,0.15016750991344452,0.5435565114021301
0.7674666047096252,0.7426843047142029,0.718252956867218,0.7903095483779907,150,15.0,0.08392918109893799,0.2626832127571106,0.13569416105747223,0.5176934003829956
0.7637833952903748,0.7295729517936707,0.7172711491584778,0.7790499329566956,151,15.100000381469727,0.09600979834794998,0.31516599655151367,0.18277882039546967,0.40604540705680847
0.7728074789047241,0.7399495244026184,0.7206088304519653,0.797214686870575,152,15.199999809265137,0.09888729453086853,0.34370023012161255,0.18940596282482147,0.36800649762153625
0.7728860974311829,0.7395606637001038,0.6993684768676758,0.7861528396606445,153,15.300000190734863,0.09522306174039841,0.40832996368408203,0.22362956404685974,0.272817462682724
0.7660739421844482,0.7298229336738586,0.7091821432113647,0.7864695191383362,154,15.399999618530273,0.0896916538476944,0.3720313012599945,0.217895969748497,0.3203810155391693
0.7622717022895813,0.7326878309249878,0.7195064425468445,0.7942149043083191,155,15.5,0.08987545967102051,0.27655041217803955,0.22699569165706635,0.4065783619880676
0.7665318250656128,0.7318283915519714,0.7047014236450195,0.7940800189971924,156,15.600000381469727,0.07986008375883102,0.29454880952835083,0.22344915568828583,0.4021419286727905
0.7624353766441345,0.7441115975379944,0.6924165487289429,0.7871444821357727,157,15.699999809265137,0.08867210894823074,0.2288007289171219,0.2734537124633789,0.40907344222068787
0.7655543684959412,0.7307949662208557,0.7086645364761353,0.7874823212623596,158,15.800000190734863,0.09213459491729736,0.242454394698143,0.26892900466918945,0.396481990814209
0.7554246187210083,0.7311837673187256,0.7048415541648865,0.7824965119361877,159,15.899999618530273,0.08791792392730713,0.2241503894329071,0.3102456033229828,0.377686083316803
0.7537713050842285,0.7390041947364807,0.7000017166137695,0.7900151014328003,160,16.0,0.08857005089521408,0.25143033266067505,0.3864484131336212,0.27355119585990906
0.7624610066413879,0.7384517192840576,0.6913046836853027,0.804809033870697,161,16.100000381469727,0.07961545884609222,0.21502982079982758,0.29176846146583557,0.41358625888824463
0.7611620426177979,0.7345697283744812,0.7018212080001831,0.7920379042625427,162,16.200000762939453,0.07426846772432327,0.2539069652557373,0.26415255665779114,0.4076719880104065
0.753424346446991,0.7387557625770569,0.7092832922935486,0.7875012159347534,163,16.299999237060547,0.08430678397417068,0.29903507232666016,0.2733936309814453,0.34326449036598206
0.7642999887466431,0.727120578289032,0.6941952109336853,0.7876663208007812,164,16.399999618530273,0.0750160962343216,0.2892707586288452,0.3306598365306854,0.30505332350730896
0.7615254521369934,0.724238932132721,0.698998212814331,0.7887277007102966,165,16.5,0.06891226768493652,0.27757877111434937,0.2954799234867096,0.3580290675163269
0.7634004950523376,0.7275730967521667,0.6969901323318481,0.7873819470405579,166,16.600000381469727,0.059119489043951035,0.36446088552474976,0.3081829845905304,0.2682366669178009
0.7612834572792053,0.723768949508667,0.6924166083335876,0.7898263335227966,167,16.700000762939453,0.06308068335056305,0.4152284562587738,0.3036574423313141,0.21803335845470428
0.760273277759552,0.7225457429885864,0.6842114329338074,0.7823709845542908,168,16.799999237060547,0.05411113426089287,0.41147154569625854,0.3118131756782532,0.22260409593582153
0.7473477125167847,0.7331244945526123,0.6970722675323486,0.7836283445358276,169,16.899999618530273,0.07399977743625641,0.4214434325695038,0.26905274391174316,0.23550406098365784
0.7575830221176147,0.7229026556015015,0.6846388578414917,0.7777840495109558,170,17.0,0.06514841318130493,0.5157169103622437,0.24514219164848328,0.17399254441261292
0.7504339814186096,0.7081116437911987,0.6944573521614075,0.7813658714294434,171,17.100000381469727,0.07261399924755096,0.39937952160835266,0.3363279700279236,0.19167856872081757
