cov_scale_s1,cov_scale_s2,cov_scale_s3,cov_scale_s4,fault_active_s1,fault_active_s2,fault_active_s3,fault_active_s4,g_s1,g_s2,g_s3,g_s4,gate_supervision_mask_s1,gate_supervision_mask_s2,gate_supervision_mask_s3,gate_supervision_mask_s4,gate_target_s1,gate_target_s2,gate_target_s3,gate_target_s4,k,t,valid_s1,valid_s2,valid_s3,valid_s4,w_s1,w_s2,w_s3,w_s4
1.1266779899597168,1.1344090700149536,1.1258070468902588,1.1319146156311035,0.0,0.0,0.0,0.0,0.6941646933555603,0.711413562297821,0.6775611639022827,0.6951057314872742,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,16,1.600000023841858,1.0,1.0,1.0,1.0,0.25939103960990906,0.24178847670555115,0.2554199695587158,0.24340057373046875
1.1328303813934326,1.1377880573272705,1.1299896240234375,1.1356667280197144,0.0,0.0,0.0,0.0,0.7039251923561096,0.7154964804649353,0.6948673129081726,0.6967636346817017,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,17,1.7000000476837158,1.0,1.0,1.0,1.0,0.2543452978134155,0.2435733526945114,0.2590365707874298,0.24304476380348206
1.1364716291427612,1.1429057121276855,1.1329913139343262,1.1414954662322998,0.0,0.0,0.0,0.0,0.7022098302841187,0.7173101305961609,0.6813636422157288,0.7088744640350342,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,18,1.7999999523162842,1.0,1.0,1.0,1.0,0.25571057200431824,0.24278321862220764,0.2581242024898529,0.24338196218013763
1.1433404684066772,1.1509817838668823,1.1423205137252808,1.1503089666366577,0.0,0.0,0.0,0.0,0.6970197558403015,0.7173647284507751,0.6839545965194702,0.7141280174255371,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,19,1.899999976158142,1.0,1.0,1.0,1.0,0.2573104202747345,0.24360783398151398,0.2553638517856598,0.24371792376041412
1.154813528060913,1.1646888256072998,1.1549923419952393,1.165822148323059,0.0,0.0,0.0,0.0,0.7010831236839294,0.7190863490104675,0.6958193182945251,0.7275190949440002,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,20,2.0,1.0,1.0,1.0,1.0,0.25984176993370056,0.24151550233364105,0.25749972462654114,0.24114294350147247
1.1585322618484497,1.1680710315704346,1.1560475826263428,1.1655415296554565,0.0,0.0,0.0,0.0,0.7074305415153503,0.7169011235237122,0.6894099116325378,0.7073959112167358,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,21,2.0999999046325684,1.0,1.0,1.0,1.0,0.259317547082901,0.23958994448184967,0.25933516025543213,0.24175728857517242
1.1668978929519653,1.1791112422943115,1.1694810390472412,1.176483392715454,0.0,0.0,0.0,0.0,0.70702064037323,0.7258699536323547,0.6947152018547058,0.7100329995155334,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,22,2.200000047683716,1.0,1.0,1.0,1.0,0.26312607526779175,0.24186600744724274,0.2533331513404846,0.2416747659444809
1.174985647201538,1.1873271465301514,1.1746444702148438,1.1869287490844727,0.0,0.0,0.0,0.0,0.7096344828605652,0.7240482568740845,0.6946276426315308,0.7119812369346619,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,23,2.299999952316284,1.0,1.0,1.0,1.0,0.26277267932891846,0.24089334905147552,0.25881239771842957,0.23752154409885406
1.179074764251709,1.1980046033859253,1.1786952018737793,1.1916393041610718,0.0,0.0,0.0,0.0,0.7150030136108398,0.7240571975708008,0.6976736783981323,0.7139690518379211,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,24,2.4000000953674316,1.0,1.0,1.0,1.0,0.26663079857826233,0.23173418641090393,0.2618979215621948,0.23973703384399414
1.1878561973571777,1.2077417373657227,1.1887285709381104,1.2018643617630005,0.0,0.0,0.0,0.0,0.7172274589538574,0.7284004092216492,0.7059081196784973,0.7142329216003418,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,25,2.5,1.0,1.0,1.0,1.0,0.2666996717453003,0.2340283989906311,0.26082727313041687,0.23844464123249054
1.1903114318847656,1.2091223001480103,1.1924960613250732,1.207535982131958,0.0,0.0,0.0,0.0,0.717877984046936,0.7325207591056824,0.7017825245857239,0.7202832698822021,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,26,2.5999999046325684,1.0,1.0,1.0,1.0,0.2678573727607727,0.2380995750427246,0.2571713328361511,0.23687170445919037
1.195389747619629,1.2216142416000366,1.1947890520095825,1.2121078968048096,0.0,0.0,0.0,0.0,0.722139298915863,0.7272114157676697,0.7048734426498413,0.7337960600852966,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,27,2.700000047683716,1.0,1.0,1.0,1.0,0.2677459716796875,0.22727493941783905,0.262053906917572,0.24292521178722382
1.1993441581726074,1.2197625637054443,1.197738766670227,1.212644338607788,0.0,0.0,0.0,0.0,0.718540370464325,0.728182852268219,0.7128526568412781,0.7225755453109741,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,28,2.799999952316284,1.0,1.0,1.0,1.0,0.26244881749153137,0.23297196626663208,0.26297447085380554,0.2416047304868698
1.1964631080627441,1.2196145057678223,1.1949851512908936,1.2107181549072266,0.0,0.0,0.0,0.0,0.7248908281326294,0.7303588390350342,0.7059226632118225,0.7248771786689758,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,29,2.9000000953674316,1.0,1.0,1.0,1.0,0.2666056454181671,0.22983089089393616,0.26191502809524536,0.24164843559265137
1.2057193517684937,1.2318570613861084,1.2051972150802612,1.2238962650299072,0.0,0.0,0.0,0.0,0.722848653793335,0.7364838719367981,0.7066173553466797,0.7385417222976685,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,30,3.0,1.0,1.0,1.0,1.0,0.2650182843208313,0.23178806900978088,0.25985386967658997,0.24333976209163666
1.2075471878051758,1.23281991481781,1.2042617797851562,1.2208672761917114,0.0,0.0,0.0,0.0,0.7210509181022644,0.7328701615333557,0.7120282053947449,0.7352645397186279,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,31,3.0999999046325684,1.0,1.0,1.0,1.0,0.2610064148902893,0.22923217713832855,0.26323410868644714,0.2465272694826126
1.2103283405303955,1.2382968664169312,1.2050237655639648,1.221405029296875,0.0,0.0,0.0,0.0,0.7289278507232666,0.7319075465202332,0.7158905267715454,0.7296114563941956,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,32,3.200000047683716,1.0,1.0,1.0,1.0,0.26141050457954407,0.22580252587795258,0.2665829658508301,0.24620401859283447
1.2147077322006226,1.245537519454956,1.2102484703063965,1.2287147045135498,0.0,0.0,0.0,0.0,0.734298050403595,0.7331646084785461,0.7101868987083435,0.7338480353355408,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,33,3.299999952316284,1.0,1.0,1.0,1.0,0.2644776999950409,0.2259269803762436,0.2634774148464203,0.24611787497997284
1.2155076265335083,1.2536851167678833,1.2143926620483398,1.2293494939804077,0.0,0.0,0.0,0.0,0.7279746532440186,0.7325519323348999,0.7114619016647339,0.734295129776001,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,34,3.4000000953674316,1.0,1.0,1.0,1.0,0.2659992575645447,0.22236622869968414,0.2615736722946167,0.2500608563423157
1.214666724205017,1.2536836862564087,1.2139949798583984,1.235444188117981,0.0,0.0,0.0,0.0,0.7313688397407532,0.7384690642356873,0.7084839940071106,0.7369711399078369,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,35,3.5,1.0,1.0,1.0,1.0,0.26933708786964417,0.22444839775562286,0.2616066634654999,0.2446078509092331
1.2135262489318848,1.2430859804153442,1.207727313041687,1.227636694908142,0.0,0.0,0.0,0.0,0.7382515668869019,0.7345814108848572,0.7108466029167175,0.7357270121574402,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,36,3.5999999046325684,1.0,1.0,1.0,1.0,0.2640581429004669,0.22627367079257965,0.2640705704689026,0.24559767544269562
1.2097220420837402,1.240173578262329,1.2071512937545776,1.2274150848388672,0.0,0.0,0.0,0.0,0.7311726808547974,0.7364522814750671,0.7092105150222778,0.737339198589325,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,37,3.700000047683716,1.0,1.0,1.0,1.0,0.26588723063468933,0.22741371393203735,0.2621389329433441,0.244560107588768
1.2167335748672485,1.2447112798690796,1.2108873128890991,1.2363539934158325,0.0,0.0,0.0,0.0,0.7398737668991089,0.7374522686004639,0.7106974720954895,0.7483066916465759,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,38,3.799999952316284,1.0,1.0,1.0,1.0,0.2637680768966675,0.22856615483760834,0.2629828453063965,0.24468299746513367
1.2011187076568604,1.231023907661438,1.2006335258483887,1.2191698551177979,0.0,0.0,0.0,0.0,0.7349252700805664,0.7369222044944763,0.7150679230690002,0.7386242747306824,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,39,3.9000000953674316,1.0,1.0,1.0,1.0,0.26822391152381897,0.2264467179775238,0.2620142102241516,0.24331516027450562
1.1891974210739136,1.216310739517212,1.1896464824676514,1.2047001123428345,0.0,0.0,0.0,0.0,0.7321669459342957,0.7382058501243591,0.7122795581817627,0.7428366541862488,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,40,4.0,1.0,1.0,1.0,1.0,0.2692786753177643,0.22648540139198303,0.25918686389923096,0.24504904448986053
1.2102091312408447,1.2315351963043213,1.2013542652130127,1.2216609716415405,0.0,0.0,0.0,0.0,0.7418504953384399,0.7391484379768372,0.711364209651947,0.7460596561431885,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,41,4.099999904632568,1.0,1.0,1.0,1.0,0.2584558427333832,0.23076726496219635,0.26402944326400757,0.24674752354621887
1.2073167562484741,1.2341326475143433,1.2083995342254639,1.2194395065307617,0.0,0.0,0.0,0.0,0.7395797967910767,0.7402843832969666,0.7086296081542969,0.7416288256645203,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,42,4.199999809265137,1.0,1.0,1.0,1.0,0.2646375000476837,0.2306108921766281,0.255111962556839,0.2496396154165268
1.1963640451431274,1.2226368188858032,1.2001662254333496,1.2123384475708008,0.0,0.0,0.0,0.0,0.735414445400238,0.7413848638534546,0.7087188959121704,0.7417815327644348,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,43,4.300000190734863,1.0,1.0,1.0,1.0,0.26944422721862793,0.23108911514282227,0.25319424271583557,0.24627235531806946
1.1893061399459839,1.2142713069915771,1.1930502653121948,1.2094383239746094,0.0,0.0,0.0,0.0,0.733982503414154,0.7381997108459473,0.7102881669998169,0.7556377053260803,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,44,4.400000095367432,1.0,1.0,1.0,1.0,0.2710636556148529,0.23070010542869568,0.2538401484489441,0.24439610540866852
1.1868200302124023,1.2078427076339722,1.1893640756607056,1.2011988162994385,0.0,0.0,0.0,0.0,0.7341156601905823,0.7407105565071106,0.71003258228302,0.7423928380012512,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,45,4.5,1.0,1.0,1.0,1.0,0.2692849040031433,0.23282645642757416,0.25290125608444214,0.24498741328716278
1.1927329301834106,1.2176930904388428,1.194501280784607,1.2043107748031616,0.0,0.0,0.0,0.0,0.7381914258003235,0.7385188937187195,0.7092310786247253,0.7422298789024353,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,46,4.599999904632568,1.0,1.0,1.0,1.0,0.26787543296813965,0.22930555045604706,0.2536281645298004,0.2491907924413681
1.182576060295105,1.2077641487121582,1.1877225637435913,1.198570966720581,0.0,0.0,0.0,0.0,0.731254518032074,0.7376163005828857,0.7161905169487,0.7518654465675354,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,47,4.699999809265137,1.0,1.0,1.0,1.0,0.27119719982147217,0.22871552407741547,0.25256434082984924,0.24752286076545715
1.1910532712936401,1.2201848030090332,1.1938259601593018,1.207260251045227,0.0,0.0,0.0,0.0,0.7352215051651001,0.7391403913497925,0.7092164158821106,0.7477821111679077,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,48,4.800000190734863,1.0,1.0,1.0,1.0,0.2699986696243286,0.2275640368461609,0.25465530157089233,0.24778199195861816
1.1885573863983154,1.2129263877868652,1.191962718963623,1.2053310871124268,0.0,0.0,0.0,0.0,0.7354813814163208,0.7387454509735107,0.7088612914085388,0.7491873502731323,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,49,4.900000095367432,1.0,1.0,1.0,1.0,0.27030283212661743,0.23105975985527039,0.25212427973747253,0.24651315808296204
1.1882920265197754,1.2126846313476562,1.2048861980438232,1.2056005001068115,0.0,0.0,0.0,0.0,0.7367606163024902,0.7451637983322144,0.7144335508346558,0.7440868616104126,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,50,5.0,1.0,1.0,1.0,1.0,0.27493494749069214,0.23544162511825562,0.24169595539569855,0.2479274868965149
1.1984667778015137,1.2204015254974365,1.2121188640594482,1.2113707065582275,0.0,0.0,0.0,0.0,0.7446247339248657,0.7382094264030457,0.7100595235824585,0.7452764511108398,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,51,5.099999904632568,1.0,1.0,1.0,1.0,0.2693219482898712,0.23629850149154663,0.2419164627790451,0.25246307253837585
1.192832589149475,1.212697148323059,1.2127857208251953,1.2119070291519165,0.0,0.0,0.0,0.0,0.7309529185295105,0.738750159740448,0.7159367799758911,0.75331711769104,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,52,5.199999809265137,1.0,1.0,1.0,1.0,0.2694547772407532,0.24098104238510132,0.2387438416481018,0.2508203387260437
1.1996275186538696,1.2239551544189453,1.2148699760437012,1.2214375734329224,0.0,0.0,0.0,0.0,0.739350438117981,0.7407627105712891,0.7101656794548035,0.7468906044960022,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,53,5.300000190734863,1.0,1.0,1.0,1.0,0.27202585339546204,0.23785518109798431,0.2433803230524063,0.24673865735530853
1.200437068939209,1.2255504131317139,1.2130258083343506,1.2266731262207031,0.0,0.0,0.0,0.0,0.7361290454864502,0.7403762936592102,0.7104735970497131,0.7477964162826538,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,54,5.400000095367432,1.0,1.0,1.0,1.0,0.2718951404094696,0.2376125454902649,0.2472875565290451,0.2432047724723816
1.1922454833984375,1.2480884790420532,1.2073732614517212,1.217157006263733,0.0,0.0,0.0,0.0,0.7353024482727051,0.7364065647125244,0.7106424570083618,0.7520263195037842,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,55,5.5,1.0,1.0,1.0,1.0,0.28444167971611023,0.21154913306236267,0.25079575181007385,0.25321343541145325
1.193071722984314,1.219673991203308,1.2010811567306519,1.2163279056549072,0.0,0.0,0.0,0.0,0.7439709901809692,0.7388737201690674,0.7093587517738342,0.7498872876167297,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,56,5.599999904632568,1.0,1.0,1.0,1.0,0.27476707100868225,0.23258821666240692,0.24852925539016724,0.24411551654338837
1.2024509906768799,1.232940435409546,1.22782301902771,1.2260572910308838,0.0,0.0,0.0,0.0,0.7356866002082825,0.7415779232978821,0.7147119641304016,0.7527942061424255,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,57,5.699999809265137,1.0,1.0,1.0,1.0,0.27530357241630554,0.23608045279979706,0.23771992325782776,0.25089600682258606
1.2046903371810913,1.2280105352401733,1.218868613243103,1.2157447338104248,0.0,0.0,0.0,0.0,0.7322677969932556,0.740215003490448,0.7100497484207153,0.7476346492767334,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,58,5.800000190734863,1.0,1.0,1.0,1.0,0.26552143692970276,0.23667289316654205,0.241037055850029,0.2567685842514038
1.1965504884719849,1.2311601638793945,1.228177785873413,1.2207667827606201,0.0,0.0,0.0,0.0,0.741855263710022,0.7390236258506775,0.7129048109054565,0.7538036108016968,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,59,5.900000095367432,1.0,1.0,1.0,1.0,0.28198426961898804,0.2330152690410614,0.23211193084716797,0.2528885006904602
1.1870253086090088,1.2215393781661987,1.2197892665863037,1.2050714492797852,0.0,0.0,0.0,0.0,0.7417216897010803,0.7390629053115845,0.714887797832489,0.7576115727424622,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,60,6.0,1.0,1.0,1.0,1.0,0.2831737697124481,0.22938735783100128,0.22880959510803223,0.25862935185432434
1.1895906925201416,1.2162452936172485,1.2143981456756592,1.2035918235778809,0.0,0.0,0.0,0.0,0.7443560361862183,0.7389384508132935,0.7109068036079407,0.7577298283576965,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,61,6.099999904632568,1.0,1.0,1.0,1.0,0.2763857841491699,0.2331356704235077,0.2319153994321823,0.2585631310939789
1.1903938055038452,1.2181148529052734,1.216059684753418,1.1997287273406982,0.0,0.0,0.0,0.0,0.7376418709754944,0.7408257126808167,0.7108643054962158,0.7485275864601135,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,62,6.199999809265137,1.0,1.0,1.0,1.0,0.27349725365638733,0.2331632673740387,0.23131969571113586,0.2620198130607605
1.1944706439971924,1.2194514274597168,1.2292805910110474,1.2028019428253174,0.0,0.0,0.0,0.0,0.7407741546630859,0.7387276887893677,0.711877167224884,0.7458613514900208,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,63,6.300000190734863,1.0,1.0,1.0,1.0,0.2745973467826843,0.23714996874332428,0.2244151085615158,0.26383763551712036
1.1847281455993652,1.2096779346466064,1.2147787809371948,1.2005937099456787,0.0,0.0,0.0,0.0,0.7394859790802002,0.7444356083869934,0.7115964889526367,0.753917932510376,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,64,6.400000095367432,1.0,1.0,1.0,1.0,0.279079794883728,0.2375272959470749,0.2266162782907486,0.2567766308784485
1.1903457641601562,1.2202868461608887,1.2287384271621704,1.206170916557312,0.0,0.0,0.0,0.0,0.7413768768310547,0.7466310262680054,0.7114924192428589,0.7493897080421448,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,65,6.5,1.0,1.0,1.0,1.0,0.2814173102378845,0.23609347641468048,0.22324301302433014,0.25924617052078247
1.1933555603027344,1.222452163696289,1.2303946018218994,1.211243987083435,0.0,0.0,0.0,0.0,0.7431740760803223,0.7433431148529053,0.7128336429595947,0.7463732361793518,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,66,6.599999904632568,1.0,1.0,1.0,1.0,0.2814100384712219,0.23779034614562988,0.22485096752643585,0.255948543548584
1.2025970220565796,1.2353758811950684,1.2399717569351196,1.2086678743362427,0.0,0.0,0.0,0.0,0.7382206320762634,0.7386490702629089,0.7113670110702515,0.7531006336212158,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,67,6.699999809265137,1.0,1.0,1.0,1.0,0.27411937713623047,0.23123227059841156,0.2234850972890854,0.27116328477859497
1.2015244960784912,1.232932209968567,1.245647668838501,1.2092833518981934,0.0,0.0,0.0,0.0,0.7446458339691162,0.7404389381408691,0.7146063446998596,0.7465590238571167,1.0,1.0,1.0,1.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,68,6.800000190734863,1.0,1.0,1.0,1.0,0.27928176522254944,0.2339935451745987,0.21841804683208466,0.26830655336380005
