cov_scale,fault_active,gate,gate_supervision_mask,gate_target,k,sensor_id,t,valid,weight
1.012507438659668,0.0,0.7437689304351807,1.0,0.800000011920929,0,1,0.0,1.0,0.26549702882766724
1.0136052370071411,0.0,0.7395807504653931,1.0,0.800000011920929,0,2,0.0,1.0,0.23380188643932343
1.0127414464950562,0.0,0.7183791399002075,1.0,0.800000011920929,0,3,0.0,1.0,0.25028955936431885
1.0130746364593506,0.0,0.7518745064735413,1.0,0.800000011920929,0,4,0.0,1.0,0.2504115402698517
1.0186583995819092,0.0,0.737883448600769,1.0,0.800000011920929,1,1,0.10000000149011612,1.0,0.2667922079563141
1.0204179286956787,0.0,0.7366195917129517,1.0,0.800000011920929,1,2,0.10000000149011612,1.0,0.23388826847076416
1.0190171003341675,0.0,0.7150889039039612,1.0,0.800000011920929,1,3,0.10000000149011612,1.0,0.2516535222530365
1.0198813676834106,0.0,0.7539921998977661,1.0,0.800000011920929,1,4,0.10000000149011612,1.0,0.24766601622104645
1.0224931240081787,0.0,0.741432249546051,1.0,0.800000011920929,2,1,0.20000000298023224,1.0,0.2657588720321655
1.0244946479797363,0.0,0.7310489416122437,1.0,0.800000011920929,2,2,0.20000000298023224,1.0,0.23189352452754974
1.0226812362670898,0.0,0.7091845870018005,1.0,0.800000011920929,2,3,0.20000000298023224,1.0,0.2517729103565216
1.0233896970748901,0.0,0.7424671053886414,1.0,0.800000011920929,2,4,0.20000000298023224,1.0,0.25057461857795715
1.0260320901870728,0.0,0.7322831749916077,1.0,0.800000011920929,3,1,0.30000001192092896,1.0,0.2674047648906708
1.0282987356185913,0.0,0.728915274143219,1.0,0.800000011920929,3,2,0.30000001192092896,1.0,0.2354433685541153
1.0271496772766113,0.0,0.7057722806930542,1.0,0.800000011920929,3,3,0.30000001192092896,1.0,0.24382264912128448
1.0269733667373657,0.0,0.7343870401382446,1.0,0.800000011920929,3,4,0.30000001192092896,1.0,0.2533292770385742
1.0309526920318604,0.0,0.7329720258712769,1.0,0.800000011920929,4,1,0.4000000059604645,1.0,0.25616255402565
1.0321853160858154,0.0,0.7273392677307129,1.0,0.800000011920929,4,2,0.4000000059604645,1.0,0.23900532722473145
1.0307210683822632,0.0,0.6999362707138062,1.0,0.800000011920929,4,3,0.4000000059604645,1.0,0.24776750802993774
1.030699372291565,0.0,0.733612596988678,1.0,0.800000011920929,4,4,0.4000000059604645,1.0,0.2570646107196808
1.0343306064605713,0.0,0.7254180312156677,1.0,0.800000011920929,5,1,0.5,1.0,0.25426119565963745
1.0356295108795166,0.0,0.7258269786834717,1.0,0.800000011920929,5,2,0.5,1.0,0.23963113129138947
1.0338977575302124,0.0,0.695593535900116,1.0,0.800000011920929,5,3,0.5,1.0,0.2478802502155304
1.0342975854873657,0.0,0.7459805607795715,1.0,0.800000011920929,5,4,0.5,1.0,0.2582274377346039
1.0402846336364746,0.0,0.7220093607902527,1.0,0.800000011920929,6,1,0.6000000238418579,1.0,0.24979239702224731
1.0410727262496948,0.0,0.7227600812911987,1.0,0.800000011920929,6,2,0.6000000238418579,1.0,0.2414540946483612
1.038597583770752,0.0,0.6850266456604004,1.0,0.800000011920929,6,3,0.6000000238418579,1.0,0.25155115127563477
1.0395063161849976,0.0,0.7321281433105469,1.0,0.800000011920929,6,4,0.6000000238418579,1.0,0.2572023570537567
1.0462521314620972,0.0,0.721145510673523,1.0,0.800000011920929,7,1,0.699999988079071,1.0,0.2562505602836609
1.047958493232727,0.0,0.7176986336708069,1.0,0.800000011920929,7,2,0.699999988079071,1.0,0.2400396764278412
1.0449721813201904,0.0,0.6812910437583923,1.0,0.800000011920929,7,3,0.699999988079071,1.0,0.25145772099494934
1.04671049118042,0.0,0.7274290323257446,1.0,0.800000011920929,7,4,0.699999988079071,1.0,0.2522520124912262
1.0518083572387695,0.0,0.7231749892234802,1.0,0.800000011920929,8,1,0.800000011920929,1.0,0.2553531527519226
1.0532777309417725,0.0,0.7204151749610901,1.0,0.800000011920929,8,2,0.800000011920929,1.0,0.24321596324443817
1.0503238439559937,0.0,0.6788675785064697,1.0,0.800000011920929,8,3,0.800000011920929,1.0,0.2500358819961548
1.0520321130752563,0.0,0.7204333543777466,1.0,0.800000011920929,8,4,0.800000011920929,1.0,0.251395046710968
1.0589897632598877,0.0,0.7094224095344543,1.0,0.800000011920929,9,1,0.8999999761581421,1.0,0.25745874643325806
1.0617121458053589,0.0,0.718498945236206,1.0,0.800000011920929,9,2,0.8999999761581421,1.0,0.2429785430431366
