method,n_runs,entropy_mean_mean,entropy_mean_std,entropy_mean_min,entropy_mean_max,row_std_mean_mean,row_std_mean_std,row_std_mean_min,row_std_mean_max,evidence_mass_mean_mean,evidence_mass_mean_std,evidence_mass_mean_min,evidence_mass_mean_max,track_mass_mean_mean,track_mass_mean_std,track_mass_mean_min,track_mass_mean_max,own_track_mass_mean_mean,own_track_mass_mean_std,own_track_mass_mean_min,own_track_mass_mean_max,other_track_mass_mean_mean,other_track_mass_mean_std,other_track_mass_mean_min,other_track_mass_mean_max,evidence_to_track_mass_ratio_mean,evidence_to_track_mass_ratio_std,evidence_to_track_mass_ratio_min,evidence_to_track_mass_ratio_max,raw_residual_corr_mean,raw_residual_corr_std,raw_residual_corr_min,raw_residual_corr_max,residual_log_corr_mean,residual_log_corr_std,residual_log_corr_min,residual_log_corr_max,residual_centered_corr_mean,residual_centered_corr_std,residual_centered_corr_min,residual_centered_corr_max,evidence_normalized_corr_mean,evidence_normalized_corr_std,evidence_normalized_corr_min,evidence_normalized_corr_max,within_evidence_gap_corr_mean,within_evidence_gap_corr_std,within_evidence_gap_corr_min,within_evidence_gap_corr_max,high_spread_corr_mean,high_spread_corr_std,high_spread_corr_min,high_spread_corr_max,mid_spread_corr_mean,mid_spread_corr_std,mid_spread_corr_min,mid_spread_corr_max,low_spread_corr_mean,low_spread_corr_std,low_spread_corr_min,low_spread_corr_max,worst_track_hit_rate_mean,worst_track_hit_rate_std,worst_track_hit_rate_min,worst_track_hit_rate_max,top2_hit_rate_mean,top2_hit_rate_std,top2_hit_rate_min,top2_hit_rate_max,spearman_rank_corr_mean,spearman_rank_corr_std,spearman_rank_corr_min,spearman_rank_corr_max,kendall_tau_mean,kendall_tau_std,kendall_tau_min,kendall_tau_max,high_spread_worst_track_hit_rate_mean,high_spread_worst_track_hit_rate_std,high_spread_worst_track_hit_rate_min,high_spread_worst_track_hit_rate_max,delta_w_mean_mean,delta_w_mean_std,delta_w_mean_min,delta_w_mean_max,delta_g_mean_mean,delta_g_mean_std,delta_g_mean_min,delta_g_mean_max,delta_cov_mean_mean,delta_cov_mean_std,delta_cov_mean_min,delta_cov_mean_max,worst_low_weight_rate_mean,worst_low_weight_rate_std,worst_low_weight_rate_min,worst_low_weight_rate_max,worst_low_gate_rate_mean,worst_low_gate_rate_std,worst_low_gate_rate_min,worst_low_gate_rate_max,worst_high_cov_rate_mean,worst_high_cov_rate_std,worst_high_cov_rate_min,worst_high_cov_rate_max,error_pos_mean_mean,error_pos_mean_std,error_pos_mean_min,error_pos_mean_max,error_pos_max_mean,error_pos_max_std,error_pos_max_min,error_pos_max_max
A0D,10,1.2597766310611576,0.3978418517921139,0.5150782201210142,1.515221863628939,0.1000908806295556,0.077879408562796,0.05383731229129824,0.24723697877452283,0.16622982681141996,0.07365084856900815,0.06687515863228224,0.2416858845212764,0.8337701733154592,0.07365084939969502,0.7583141158617551,0.933124842474339,0.5033348809180173,0.20142347414615286,0.3671721642092488,0.8800379342305324,0.33043529239744196,0.1475136062725636,0.05288018449634363,0.43498359200472064,0.20772174472556237,0.10516463484787424,0.0716679650870203,0.31871473768706304,0.8949481081164938,0.20031005954304767,0.5094193106963353,0.9924014212903491,0.4079976257436836,0.20507293531067916,0.2250714295713764,0.7887429424300783,0.6375816601789347,0.038388135469800924,0.5617003475317772,0.6744707621240654,0.6311036574944782,0.10265599176720268,0.42260740167962657,0.6887037497751383,0.9017232083291166,0.20144679436766078,0.5090553493130447,0.9987567786134178,0.9092204316643654,0.17169892295308842,0.5807098155511704,0.9935467968682973,0.9007101965676965,0.18894427238228947,0.5129905826950546,0.9937665200945988,0.8908066773306416,0.21052185799515166,0.4902273788861346,0.9930397440775326,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.023417633488651148,0.04897070023839666,-0.1294389645268848,-7.596254841355253e-05,-0.006010193273055652,0.012912369145211145,-0.037239471496629324,-3.861346520668219e-05,0.05886413972239849,0.1273185308482657,5.25333664634011e-05,0.36197618610602766,0.5553719008264462,0.11621296280572718,0.4628099173553719,0.768595041322314,0.5661157024793388,0.09639905348166772,0.4628099173553719,0.743801652892562,0.5520661157024793,0.11154813915558162,0.4628099173553719,0.7603305785123967,1.1687892188220772,0.12234789361676654,1.04871478417323,1.3005734236530997,3.8551419496536257,0.1663575248778587,3.7731921672821045,4.171980857849121
