method,scenario,n_runs,entropy_mean_mean,entropy_mean_std,entropy_mean_min,entropy_mean_max,row_std_mean_mean,row_std_mean_std,row_std_mean_min,row_std_mean_max,evidence_mass_mean_mean,evidence_mass_mean_std,evidence_mass_mean_min,evidence_mass_mean_max,track_mass_mean_mean,track_mass_mean_std,track_mass_mean_min,track_mass_mean_max,own_track_mass_mean_mean,own_track_mass_mean_std,own_track_mass_mean_min,own_track_mass_mean_max,other_track_mass_mean_mean,other_track_mass_mean_std,other_track_mass_mean_min,other_track_mass_mean_max,evidence_to_track_mass_ratio_mean,evidence_to_track_mass_ratio_std,evidence_to_track_mass_ratio_min,evidence_to_track_mass_ratio_max,raw_residual_corr_mean,raw_residual_corr_std,raw_residual_corr_min,raw_residual_corr_max,residual_log_corr_mean,residual_log_corr_std,residual_log_corr_min,residual_log_corr_max,residual_centered_corr_mean,residual_centered_corr_std,residual_centered_corr_min,residual_centered_corr_max,evidence_normalized_corr_mean,evidence_normalized_corr_std,evidence_normalized_corr_min,evidence_normalized_corr_max,within_evidence_gap_corr_mean,within_evidence_gap_corr_std,within_evidence_gap_corr_min,within_evidence_gap_corr_max,high_spread_corr_mean,high_spread_corr_std,high_spread_corr_min,high_spread_corr_max,mid_spread_corr_mean,mid_spread_corr_std,mid_spread_corr_min,mid_spread_corr_max,low_spread_corr_mean,low_spread_corr_std,low_spread_corr_min,low_spread_corr_max,worst_track_hit_rate_mean,worst_track_hit_rate_std,worst_track_hit_rate_min,worst_track_hit_rate_max,top2_hit_rate_mean,top2_hit_rate_std,top2_hit_rate_min,top2_hit_rate_max,spearman_rank_corr_mean,spearman_rank_corr_std,spearman_rank_corr_min,spearman_rank_corr_max,kendall_tau_mean,kendall_tau_std,kendall_tau_min,kendall_tau_max,high_spread_worst_track_hit_rate_mean,high_spread_worst_track_hit_rate_std,high_spread_worst_track_hit_rate_min,high_spread_worst_track_hit_rate_max,delta_w_mean_mean,delta_w_mean_std,delta_w_mean_min,delta_w_mean_max,delta_g_mean_mean,delta_g_mean_std,delta_g_mean_min,delta_g_mean_max,delta_cov_mean_mean,delta_cov_mean_std,delta_cov_mean_min,delta_cov_mean_max,worst_low_weight_rate_mean,worst_low_weight_rate_std,worst_low_weight_rate_min,worst_low_weight_rate_max,worst_low_gate_rate_mean,worst_low_gate_rate_std,worst_low_gate_rate_min,worst_low_gate_rate_max,worst_high_cov_rate_mean,worst_high_cov_rate_std,worst_high_cov_rate_min,worst_high_cov_rate_max,error_pos_mean_mean,error_pos_mean_std,error_pos_mean_min,error_pos_mean_max,error_pos_max_mean,error_pos_max_std,error_pos_max_min,error_pos_max_max
A0D,S1R,5,1.259570591778515,0.42266099649843103,0.5150782201210142,1.5152132542523855,0.10006585134842952,0.0826185838919762,0.05383731229129824,0.24723697877452283,0.1661607489627701,0.07833811668203705,0.06687515863228224,0.2416413655600342,0.833839251062096,0.07833811784696403,0.7583586333897181,0.933124842474339,0.5033889005927502,0.213893786247888,0.36719143939255483,0.8800379342305324,0.33045035046934584,0.15641468567258418,0.0530869082438066,0.43498359200472064,0.20766413487991658,0.11179815878452354,0.0716679650870203,0.3186373239794786,0.8938112921097365,0.21489025239213877,0.5094193106963353,0.9924014212903491,0.39900022199028073,0.22161721493418027,0.2250714295713764,0.7861368129930202,0.6308929545874516,0.040009884727554124,0.5617003475317772,0.6609024061576899,0.6219288341215005,0.11143059472653986,0.42260740167962657,0.6730915845114747,0.8994991514382832,0.2182711143948786,0.5090553493130447,0.9985232542643913,0.9085250736740471,0.18327185792555886,0.5807098155511704,0.9931921954140046,0.894564216623763,0.2133184619717635,0.5129905826950546,0.9937665200945988,0.8905326365723022,0.22378810479344158,0.4902273788861346,0.9927881740952923,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.020647494264008588,0.045220697061236194,-0.101536905485367,-0.00010691004351150891,-0.004470059398777229,0.009681874340266043,-0.021787585552073708,-4.658620219585324e-05,0.04494202994118052,0.09926237596129016,8.159728089639963e-05,0.2225051551810966,0.5586776859504132,0.12196734422726124,0.47107438016528924,0.768595041322314,0.568595041322314,0.09302569795210054,0.47107438016528924,0.7107438016528925,0.5553719008264463,0.11487306019103509,0.47107438016528924,0.7520661157024794,1.0530105201240203,0.009401359199507877,1.04871478417323,1.069827698319409,3.853767204284668,0.17788836624756033,3.7731921672821045,4.171980857849121
A0D,S2R,5,1.2599826703437997,0.4212877742619522,0.5180004723608955,1.515221863628939,0.10011590991068171,0.08258857763169637,0.05389045677481792,0.2472307704655923,0.16629890466006983,0.07789823110278112,0.06812629479124128,0.2416858845212764,0.8337010955688224,0.07789823169863822,0.7583141158617551,0.9318737077556093,0.5032808612432843,0.213389612605014,0.3671721642092488,0.8789935232592657,0.330420234325538,0.15650891226713232,0.05288018449634363,0.4349703370635189,0.20777935457120816,0.11128910254917057,0.07310678928298286,0.31871473768706304,0.8960849241232511,0.20999575816447644,0.5204481125374089,0.9923829628029026,0.4169950294970864,0.21285434374748732,0.2507404321324618,0.7887429424300783,0.6442703657704179,0.04003838525429704,0.5749944812037822,0.6744707621240654,0.6402784808674558,0.10527985349495528,0.45196100617311064,0.6887037497751383,0.9039472652199503,0.20893103936574028,0.530210432430585,0.9987567786134178,0.9099157896546833,0.18094581401068896,0.5862607854177668,0.9935467968682973,0.9068561765116299,0.18634822713668894,0.5735273887539881,0.993522765246481,0.8910807180889811,0.22279466997217606,0.49254925232871566,0.9930397440775326,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.02618777271329371,0.05772084296962128,-0.1294389645268848,-7.596254841355253e-05,-0.007550327147334075,0.016597353749995814,-0.037239471496629324,-3.861346520668219e-05,0.07278624950361647,0.1616630339183344,5.25333664634011e-05,0.36197618610602766,0.5520661157024793,0.12443438043051507,0.4628099173553719,0.768595041322314,0.5636363636363637,0.11063273078136535,0.4628099173553719,0.743801652892562,0.5487603305785124,0.12154662084791366,0.4628099173553719,0.7603305785123967,1.284567917520134,0.008950568568387355,1.2803247992079057,1.3005734236530997,3.856516695022583,0.1749838936289474,3.77726411819458,4.169534683227539
